name,draft_year,overall_pick,birth_date,draft_date,draft_age,birth_date_source,id_source
sidy cissoko,2023,44.0,2004-04-02,2023-06-25,19.228,nba_api_commonplayerinfo,draft_history_person_id
gg jackson,2023,45.0,2004-12-17,2023-06-25,18.519,nba_api_commonplayerinfo,draft_history_person_id
seth lundy,2023,46.0,2000-04-02,2023-06-25,23.228,nba_api_commonplayerinfo,draft_history_person_id
mojave king,2023,47.0,2002-06-11,2023-06-25,21.038,nba_api_commonplayerinfo,draft_history_person_id
jordan miller,2023,48.0,2000-01-23,2023-06-25,23.42,nba_api_commonplayerinfo,draft_history_person_id
emoni bates,2023,49.0,2004-01-28,2023-06-25,19.406,nba_api_commonplayerinfo,draft_history_person_id
keyontae johnson,2023,50.0,2000-05-24,2023-06-25,23.086,nba_api_commonplayerinfo,draft_history_person_id
jalen wilson,2023,51.0,2000-11-04,2023-06-25,22.637,nba_api_commonplayerinfo,draft_history_person_id
toumani camara,2023,52.0,2000-05-08,2023-06-25,23.129,nba_api_commonplayerinfo,draft_history_person_id
jaylen clark,2023,53.0,2001-10-13,2023-06-25,21.697,nba_api_commonplayerinfo,draft_history_person_id
jalen slawson,2023,54.0,1999-10-22,2023-06-25,23.674,nba_api_commonplayerinfo,draft_history_person_id
isaiah wong,2023,55.0,2001-01-28,2023-06-25,22.404,nba_api_commonplayerinfo,draft_history_person_id
tarik biberovic,2023,56.0,2001-01-28,2023-06-25,22.404,nba_api_commonplayerinfo,draft_history_person_id
trayce jackson davis,2023,57.0,2000-02-22,2023-06-25,23.337,nba_api_commonplayerinfo,draft_history_person_id
chris livingston,2023,58.0,2003-10-15,2023-06-25,19.693,nba_api_commonplayerinfo,draft_history_person_id
adam flagler,2023,999.0,1999-12-01,2023-06-25,23.565,nba_api_commonplayerinfo,combine_player_id
adama sanogo,2023,999.0,2002-02-12,2023-06-25,21.363,nba_api_commonplayerinfo,combine_player_id
adem bona,2023,999.0,2003-03-28,2023-06-25,20.244,nba_api_commonplayerinfo,combine_player_id
arthur kaluma,2023,999.0,2002-03-01,2023-06-25,21.317,nba_api_commonplayerinfo,combine_player_id
azuolas tubelis,2023,999.0,2002-03-22,2023-06-25,21.259,nba_api_commonplayerinfo,combine_player_id
bobi klintman,2023,999.0,2003-03-06,2023-06-25,20.304,nba_api_commonplayerinfo,combine_player_id
coleman hawkins,2023,999.0,2001-12-10,2023-06-25,21.539,nba_api_commonplayerinfo,combine_player_id
daron holmes,2023,999.0,2002-08-15,2023-06-25,20.86,nba_api_commonplayerinfo,combine_player_id
dillon mitchell,2023,999.0,,2023-06-25,,common_player_info_error:KeyError,combine_player_id
drew timme,2023,999.0,2000-09-09,2023-06-25,22.79,nba_api_commonplayerinfo,combine_player_id
grant nelson,2023,999.0,2002-03-18,2023-06-25,21.27,nba_api_commonplayerinfo,combine_player_id
judah mintz,2023,999.0,2003-07-10,2023-06-25,19.959,nba_api_commonplayerinfo,combine_player_id
kevin mccullar,2023,999.0,,2023-06-25,,common_player_info_error:KeyError,combine_player_id
mike miles,2023,999.0,2002-08-24,2023-06-25,20.835,nba_api_commonplayerinfo,combine_player_id
nae qwan tomlin,2023,999.0,2000-12-19,2023-06-25,22.513,nba_api_commonplayerinfo,combine_player_id
nikola djurisic,2023,999.0,,2023-06-25,,common_player_info_error:KeyError,combine_player_id
omari moore,2023,999.0,2000-09-18,2023-06-25,22.765,nba_api_commonplayerinfo,combine_player_id
oscar tshiebwe,2023,999.0,1999-11-27,2023-06-25,23.576,nba_api_commonplayerinfo,combine_player_id
reece beekman,2023,999.0,2001-10-08,2023-06-25,21.711,nba_api_commonplayerinfo,combine_player_id
ricky council,2023,999.0,2001-08-03,2023-06-25,21.892,nba_api_commonplayerinfo,combine_player_id
ryan kalkbrenner,2023,999.0,2002-01-17,2023-06-25,21.435,nba_api_commonplayerinfo,combine_player_id
terquavion smith,2023,999.0,2002-12-31,2023-06-25,20.482,nba_api_commonplayerinfo,combine_player_id
terrence shannon,2023,999.0,2000-07-30,2023-06-25,22.902,nba_api_commonplayerinfo,combine_player_id
trey alexander,2023,999.0,2003-05-02,2023-06-25,20.148,nba_api_commonplayerinfo,combine_player_id
zach edey,2023,999.0,2002-05-14,2023-06-25,21.114,nba_api_commonplayerinfo,combine_player_id
zaccharie risacher,2024,1.0,2005-04-08,2024-06-25,19.214,nba_api_commonplayerinfo,draft_history_person_id
alex sarr,2024,2.0,2005-04-26,2024-06-25,19.165,nba_api_commonplayerinfo,draft_history_person_id
reed sheppard,2024,3.0,2004-06-24,2024-06-25,20.003,nba_api_commonplayerinfo,draft_history_person_id
stephon castle,2024,4.0,2004-11-01,2024-06-25,19.647,nba_api_commonplayerinfo,draft_history_person_id
ronald holland,2024,5.0,2005-07-07,2024-06-25,18.968,nba_api_commonplayerinfo,draft_history_person_id
tidjane salaun,2024,6.0,2005-08-10,2024-06-25,18.875,nba_api_commonplayerinfo,draft_history_person_id
donovan clingan,2024,7.0,2004-02-23,2024-06-25,20.337,nba_api_commonplayerinfo,draft_history_person_id
rob dillingham,2024,8.0,2005-01-04,2024-06-25,19.472,nba_api_commonplayerinfo,draft_history_person_id
zach edey,2024,9.0,2002-05-14,2024-06-25,22.116,nba_api_commonplayerinfo,draft_history_person_id
cody williams,2024,10.0,2004-11-20,2024-06-25,19.595,nba_api_commonplayerinfo,draft_history_person_id
matas buzelis,2024,11.0,2004-10-13,2024-06-25,19.699,nba_api_commonplayerinfo,draft_history_person_id
nikola topic,2024,12.0,2005-08-10,2024-06-25,18.875,nba_api_commonplayerinfo,draft_history_person_id
devin carter,2024,13.0,2002-03-18,2024-06-25,22.272,nba_api_commonplayerinfo,draft_history_person_id
bub carrington,2024,14.0,2005-07-21,2024-06-25,18.93,nba_api_commonplayerinfo,draft_history_person_id
kel el ware,2024,15.0,2004-04-20,2024-06-25,20.181,nba_api_commonplayerinfo,draft_history_person_id
jared mccain,2024,16.0,2004-02-20,2024-06-25,20.345,nba_api_commonplayerinfo,draft_history_person_id
dalton knecht,2024,17.0,2001-04-19,2024-06-25,23.184,nba_api_commonplayerinfo,draft_history_person_id
tristan da silva,2024,18.0,2001-05-15,2024-06-25,23.113,nba_api_commonplayerinfo,draft_history_person_id
ja kobe walter,2024,19.0,2004-09-04,2024-06-25,19.806,nba_api_commonplayerinfo,draft_history_person_id
jaylon tyson,2024,20.0,2002-12-02,2024-06-25,21.563,nba_api_commonplayerinfo,draft_history_person_id
yves missi,2024,21.0,2004-05-14,2024-06-25,20.115,nba_api_commonplayerinfo,draft_history_person_id
daron holmes,2024,22.0,2002-08-15,2024-06-25,21.862,nba_api_commonplayerinfo,draft_history_person_id
aj johnson,2024,23.0,2004-12-01,2024-06-25,19.565,nba_api_commonplayerinfo,draft_history_person_id
kyshawn george,2024,24.0,2003-12-12,2024-06-25,20.537,nba_api_commonplayerinfo,draft_history_person_id
pacome dadiet,2024,25.0,2005-07-27,2024-06-25,18.913,nba_api_commonplayerinfo,draft_history_person_id
dillon jones,2024,26.0,2001-10-29,2024-06-25,22.656,nba_api_commonplayerinfo,draft_history_person_id
terrence shannon,2024,27.0,2000-07-30,2024-06-25,23.904,nba_api_commonplayerinfo,draft_history_person_id
ryan dunn,2024,28.0,2003-01-07,2024-06-25,21.465,nba_api_commonplayerinfo,draft_history_person_id
isaiah collier,2024,29.0,2004-10-08,2024-06-25,19.713,nba_api_commonplayerinfo,draft_history_person_id
baylor scheierman,2024,30.0,2000-09-26,2024-06-25,23.745,nba_api_commonplayerinfo,draft_history_person_id
jonathan mogbo,2024,31.0,2001-10-29,2024-06-25,22.656,nba_api_commonplayerinfo,draft_history_person_id
kyle filipowski,2024,32.0,2003-11-07,2024-06-25,20.632,nba_api_commonplayerinfo,draft_history_person_id
tyler smith,2024,33.0,2004-11-02,2024-06-25,19.644,nba_api_commonplayerinfo,draft_history_person_id
tyler kolek,2024,34.0,2001-03-27,2024-06-25,23.247,nba_api_commonplayerinfo,draft_history_person_id
johnny furphy,2024,35.0,2004-12-08,2024-06-25,19.546,nba_api_commonplayerinfo,draft_history_person_id
juan nunez,2024,36.0,2004-06-04,2024-06-25,20.057,nba_api_commonplayerinfo,draft_history_person_id
bobi klintman,2024,37.0,2003-03-06,2024-06-25,21.306,nba_api_commonplayerinfo,draft_history_person_id
ajay mitchell,2024,38.0,2002-06-25,2024-06-25,22.001,nba_api_commonplayerinfo,draft_history_person_id
jaylen wells,2024,39.0,2003-08-26,2024-06-25,20.832,nba_api_commonplayerinfo,draft_history_person_id
oso ighodaro,2024,40.0,2002-07-14,2024-06-25,21.949,nba_api_commonplayerinfo,draft_history_person_id
adem bona,2024,41.0,2003-03-28,2024-06-25,21.246,nba_api_commonplayerinfo,draft_history_person_id
kj simpson,2024,42.0,2002-08-08,2024-06-25,21.881,nba_api_commonplayerinfo,draft_history_person_id
nikola djurisic,2024,43.0,2004-02-23,2024-06-25,20.337,nba_api_commonplayerinfo,draft_history_person_id
pelle larsson,2024,44.0,2001-02-23,2024-06-25,23.335,nba_api_commonplayerinfo,draft_history_person_id
jamal shead,2024,45.0,2002-07-24,2024-06-25,21.922,nba_api_commonplayerinfo,draft_history_person_id
cam christie,2024,46.0,2005-07-24,2024-06-25,18.921,nba_api_commonplayerinfo,draft_history_person_id
antonio reeves,2024,47.0,2000-11-20,2024-06-25,23.595,nba_api_commonplayerinfo,draft_history_person_id
harrison ingram,2024,48.0,2002-11-27,2024-06-25,21.577,nba_api_commonplayerinfo,draft_history_person_id
tristen newton,2024,49.0,2001-04-26,2024-06-25,23.165,nba_api_commonplayerinfo,draft_history_person_id
enrique freeman,2024,50.0,2000-07-29,2024-06-25,23.907,nba_api_commonplayerinfo,draft_history_person_id
melvin ajinca,2024,51.0,2004-06-24,2024-06-25,20.003,nba_api_commonplayerinfo,draft_history_person_id
quinten post,2024,52.0,2000-03-21,2024-06-25,24.263,nba_api_commonplayerinfo,draft_history_person_id
cam spencer,2024,53.0,2000-04-06,2024-06-25,24.219,nba_api_commonplayerinfo,draft_history_person_id
anton watson,2024,54.0,2000-10-06,2024-06-25,23.718,nba_api_commonplayerinfo,draft_history_person_id
bronny james,2024,55.0,2004-10-06,2024-06-25,19.718,nba_api_commonplayerinfo,draft_history_person_id
kevin mccullar,2024,56.0,2001-03-15,2024-06-25,23.28,nba_api_commonplayerinfo,draft_history_person_id
ulrich chomche,2024,57.0,2005-12-30,2024-06-25,18.486,nba_api_commonplayerinfo,draft_history_person_id
ariel hukporti,2024,58.0,2002-04-12,2024-06-25,22.204,nba_api_commonplayerinfo,draft_history_person_id
alex karaban,2024,999.0,,2024-06-25,,common_player_info_error:KeyError,combine_player_id
boogie ellis,2024,999.0,2000-12-12,2024-06-25,23.535,nba_api_commonplayerinfo,combine_player_id
coleman hawkins,2024,999.0,2001-12-10,2024-06-25,22.541,nba_api_commonplayerinfo,combine_player_id
david jones,2024,999.0,2001-11-24,2024-06-25,22.585,nba_api_commonplayerinfo,combine_player_id
hunter sallis,2024,999.0,2003-03-26,2024-06-25,21.251,nba_api_commonplayerinfo,combine_player_id
isaac jones,2024,999.0,2000-07-11,2024-06-25,23.956,nba_api_commonplayerinfo,combine_player_id
izan almansa,2024,999.0,2005-06-07,2024-06-25,19.05,nba_api_commonplayerinfo,combine_player_id
jalen bridges,2024,999.0,2001-05-14,2024-06-25,23.116,nba_api_commonplayerinfo,combine_player_id
jamir watkins,2024,999.0,2001-07-06,2024-06-25,22.971,nba_api_commonplayerinfo,combine_player_id
jaxson robinson,2024,999.0,2002-12-03,2024-06-25,21.561,nba_api_commonplayerinfo,combine_player_id
jesse edwards,2024,999.0,2000-03-18,2024-06-25,24.271,nba_api_commonplayerinfo,combine_player_id
jt toppin,2024,999.0,,2024-06-25,,common_player_info_error:KeyError,combine_player_id
justin edwards,2024,999.0,2003-12-16,2024-06-25,20.526,nba_api_commonplayerinfo,combine_player_id
keshad johnson,2024,999.0,2001-06-23,2024-06-25,23.006,nba_api_commonplayerinfo,combine_player_id
mark sears,2024,999.0,2002-02-19,2024-06-25,22.346,nba_api_commonplayerinfo,combine_player_id
michael ajayi,2024,999.0,,2024-06-25,,common_player_info_error:KeyError,combine_player_id
n faly dante,2024,999.0,2001-10-19,2024-06-25,22.683,nba_api_commonplayerinfo,combine_player_id
nae qwan tomlin,2024,999.0,2000-12-19,2024-06-25,23.515,nba_api_commonplayerinfo,combine_player_id
nique clifford,2024,999.0,2002-02-09,2024-06-25,22.374,nba_api_commonplayerinfo,combine_player_id
payton sandfort,2024,999.0,2002-07-12,2024-06-25,21.955,nba_api_commonplayerinfo,combine_player_id
pj hall,2024,999.0,2002-02-21,2024-06-25,22.341,nba_api_commonplayerinfo,combine_player_id
reece beekman,2024,999.0,2001-10-08,2024-06-25,22.713,nba_api_commonplayerinfo,combine_player_id
trentyn flowers,2024,999.0,2005-03-08,2024-06-25,19.299,nba_api_commonplayerinfo,combine_player_id
trevon brazile,2024,999.0,,2024-06-25,,common_player_info_error:KeyError,combine_player_id
trey alexander,2024,999.0,2003-05-02,2024-06-25,21.15,nba_api_commonplayerinfo,combine_player_id
tyon grant foster,2024,999.0,,2024-06-25,,common_player_info_error:KeyError,combine_player_id
cooper flagg,2025,1.0,2006-12-21,2025-06-25,18.511,nba_api_commonplayerinfo,draft_history_person_id
dylan harper,2025,2.0,2006-03-02,2025-06-25,19.316,nba_api_commonplayerinfo,draft_history_person_id
vj edgecombe,2025,3.0,2005-07-30,2025-06-25,19.904,nba_api_commonplayerinfo,draft_history_person_id
kon knueppel,2025,4.0,2005-08-03,2025-06-25,19.893,nba_api_commonplayerinfo,draft_history_person_id
ace bailey,2025,5.0,2006-08-13,2025-06-25,18.867,nba_api_commonplayerinfo,draft_history_person_id
tre johnson,2025,6.0,2006-03-07,2025-06-25,19.302,nba_api_commonplayerinfo,draft_history_person_id
jeremiah fears,2025,7.0,2006-10-14,2025-06-25,18.697,nba_api_commonplayerinfo,draft_history_person_id
egor demin,2025,8.0,2006-03-03,2025-06-25,19.313,nba_api_commonplayerinfo,draft_history_person_id
collin murray boyles,2025,9.0,2005-06-10,2025-06-25,20.041,nba_api_commonplayerinfo,draft_history_person_id
khaman maluach,2025,10.0,2006-09-14,2025-06-25,18.779,nba_api_commonplayerinfo,draft_history_person_id
cedric coward,2025,11.0,2003-09-11,2025-06-25,21.788,nba_api_commonplayerinfo,draft_history_person_id
noa essengue,2025,12.0,2006-12-18,2025-06-25,18.519,nba_api_commonplayerinfo,draft_history_person_id
derik queen,2025,13.0,2004-12-27,2025-06-25,20.493,nba_api_commonplayerinfo,draft_history_person_id
carter bryant,2025,14.0,2005-11-26,2025-06-25,19.578,nba_api_commonplayerinfo,draft_history_person_id
thomas sorber,2025,15.0,2005-12-25,2025-06-25,19.499,nba_api_commonplayerinfo,draft_history_person_id
yang hansen,2025,16.0,2005-06-26,2025-06-25,19.997,nba_api_commonplayerinfo,draft_history_person_id
joan beringer,2025,17.0,2006-11-11,2025-06-25,18.62,nba_api_commonplayerinfo,draft_history_person_id
walter clayton,2025,18.0,2003-03-06,2025-06-25,22.305,nba_api_commonplayerinfo,draft_history_person_id
nolan traore,2025,19.0,2006-05-28,2025-06-25,19.077,nba_api_commonplayerinfo,draft_history_person_id
kasparas jakucionis,2025,20.0,2006-05-29,2025-06-25,19.075,nba_api_commonplayerinfo,draft_history_person_id
will riley,2025,21.0,2006-02-10,2025-06-25,19.37,nba_api_commonplayerinfo,draft_history_person_id
drake powell,2025,22.0,2005-09-08,2025-06-25,19.795,nba_api_commonplayerinfo,draft_history_person_id
asa newell,2025,23.0,2005-10-05,2025-06-25,19.721,nba_api_commonplayerinfo,draft_history_person_id
nique clifford,2025,24.0,2002-02-09,2025-06-25,23.373,nba_api_commonplayerinfo,draft_history_person_id
jase richardson,2025,25.0,2005-10-16,2025-06-25,19.691,nba_api_commonplayerinfo,draft_history_person_id
ben saraf,2025,26.0,2006-04-14,2025-06-25,19.198,nba_api_commonplayerinfo,draft_history_person_id
danny wolf,2025,27.0,2004-05-05,2025-06-25,21.139,nba_api_commonplayerinfo,draft_history_person_id
hugo gonzalez,2025,28.0,2006-02-05,2025-06-25,19.384,nba_api_commonplayerinfo,draft_history_person_id
liam mcneeley,2025,29.0,2005-10-10,2025-06-25,19.707,nba_api_commonplayerinfo,draft_history_person_id
yanic konan niederhauser,2025,30.0,2003-03-14,2025-06-25,22.283,nba_api_commonplayerinfo,draft_history_person_id
rasheer fleming,2025,31.0,2004-07-10,2025-06-25,20.958,nba_api_commonplayerinfo,draft_history_person_id
noah penda,2025,32.0,2005-01-07,2025-06-25,20.463,nba_api_commonplayerinfo,draft_history_person_id
sion james,2025,33.0,2002-12-04,2025-06-25,22.557,nba_api_commonplayerinfo,draft_history_person_id
ryan kalkbrenner,2025,34.0,2002-01-17,2025-06-25,23.436,nba_api_commonplayerinfo,draft_history_person_id
johni broome,2025,35.0,2002-07-19,2025-06-25,22.935,nba_api_commonplayerinfo,draft_history_person_id
adou thiero,2025,36.0,2004-05-08,2025-06-25,21.131,nba_api_commonplayerinfo,draft_history_person_id
chaz lanier,2025,37.0,2001-12-19,2025-06-25,23.515,nba_api_commonplayerinfo,draft_history_person_id
kam jones,2025,38.0,2002-02-25,2025-06-25,23.329,nba_api_commonplayerinfo,draft_history_person_id
alijah martin,2025,39.0,2001-12-26,2025-06-25,23.496,nba_api_commonplayerinfo,draft_history_person_id
micah peavy,2025,40.0,2001-07-16,2025-06-25,23.943,nba_api_commonplayerinfo,draft_history_person_id
koby brea,2025,41.0,2002-11-06,2025-06-25,22.634,nba_api_commonplayerinfo,draft_history_person_id
maxime raynaud,2025,42.0,2003-04-07,2025-06-25,22.218,nba_api_commonplayerinfo,draft_history_person_id
jamir watkins,2025,43.0,2001-07-06,2025-06-25,23.97,nba_api_commonplayerinfo,draft_history_person_id
brooks barnhizer,2025,44.0,2002-03-02,2025-06-25,23.316,nba_api_commonplayerinfo,draft_history_person_id
rocco zikarsky,2025,45.0,2006-07-11,2025-06-25,18.957,nba_api_commonplayerinfo,draft_history_person_id
amari williams,2025,46.0,2002-01-28,2025-06-25,23.406,nba_api_commonplayerinfo,draft_history_person_id
bogoljub markovic,2025,47.0,2005-07-12,2025-06-25,19.953,nba_api_commonplayerinfo,draft_history_person_id
javon small,2025,48.0,2002-12-19,2025-06-25,22.516,nba_api_commonplayerinfo,draft_history_person_id
tyrese proctor,2025,49.0,2004-04-01,2025-06-25,21.232,nba_api_commonplayerinfo,draft_history_person_id
kobe sanders,2025,50.0,2002-05-30,2025-06-25,23.072,nba_api_commonplayerinfo,draft_history_person_id
mohamed diawara,2025,51.0,2005-04-29,2025-06-25,20.156,nba_api_commonplayerinfo,draft_history_person_id
alex toohey,2025,52.0,2004-05-05,2025-06-25,21.139,nba_api_commonplayerinfo,draft_history_person_id
john tonje,2025,53.0,2001-04-23,2025-06-25,24.172,nba_api_commonplayerinfo,draft_history_person_id
taelon peter,2025,54.0,2002-02-27,2025-06-25,23.324,nba_api_commonplayerinfo,draft_history_person_id
lachlan olbrich,2025,55.0,2003-12-30,2025-06-25,21.487,nba_api_commonplayerinfo,draft_history_person_id
will richard,2025,56.0,2002-12-24,2025-06-25,22.502,nba_api_commonplayerinfo,draft_history_person_id
max shulga,2025,57.0,2002-06-25,2025-06-25,23.001,nba_api_commonplayerinfo,draft_history_person_id
saliou niang,2025,58.0,2004-05-14,2025-06-25,21.114,nba_api_commonplayerinfo,draft_history_person_id
jahmai mashack,2025,59.0,2002-11-10,2025-06-25,22.623,nba_api_commonplayerinfo,draft_history_person_id
alex condon,2025,999.0,,2025-06-25,,common_player_info_error:KeyError,combine_player_id
ben henshall,2025,999.0,,2025-06-25,,common_player_info_error:KeyError,combine_player_id
boogie fland,2025,999.0,,2025-06-25,,common_player_info_error:KeyError,combine_player_id
brice williams,2025,999.0,2001-07-05,2025-06-25,23.973,nba_api_commonplayerinfo,combine_player_id
darrion williams,2025,999.0,,2025-06-25,,common_player_info_error:KeyError,combine_player_id
dink pate,2025,999.0,2006-03-10,2025-06-25,19.294,nba_api_commonplayerinfo,combine_player_id
eric dixon,2025,999.0,2001-01-26,2025-06-25,24.411,nba_api_commonplayerinfo,combine_player_id
grant nelson,2025,999.0,2002-03-18,2025-06-25,23.272,nba_api_commonplayerinfo,combine_player_id
hunter sallis,2025,999.0,2003-03-26,2025-06-25,22.251,nba_api_commonplayerinfo,combine_player_id
