person_id,birth_date,birth_date_source,raw_display_first_last
12234,,common_player_info_error:KeyError,
12235,,common_player_info_error:KeyError,
12236,,common_player_info_error:KeyError,
12237,,common_player_info_error:KeyError,
12239,,common_player_info_error:KeyError,
12240,,common_player_info_error:KeyError,
12241,,common_player_info_error:KeyError,
12242,,common_player_info_error:KeyError,
12243,,common_player_info_error:KeyError,
12244,,common_player_info_error:KeyError,
12246,,common_player_info_error:KeyError,
12247,,common_player_info_error:KeyError,
12248,,common_player_info_error:KeyError,
12249,,common_player_info_error:KeyError,
12252,,common_player_info_error:KeyError,
12254,,common_player_info_error:KeyError,
12255,,common_player_info_error:KeyError,
12256,,common_player_info_error:KeyError,
12257,,common_player_info_error:KeyError,
12258,,common_player_info_error:KeyError,
12259,,common_player_info_error:KeyError,
12260,,common_player_info_error:KeyError,
12262,,common_player_info_error:KeyError,
12263,,common_player_info_error:KeyError,
12264,,common_player_info_error:KeyError,
12266,,common_player_info_error:KeyError,
12267,,common_player_info_error:KeyError,
12268,,common_player_info_error:KeyError,
12269,,common_player_info_error:KeyError,
12270,,common_player_info_error:KeyError,
12271,,common_player_info_error:KeyError,
12272,,common_player_info_error:KeyError,
12273,,common_player_info_error:KeyError,
12275,,common_player_info_error:KeyError,
12278,,common_player_info_error:KeyError,
12279,,common_player_info_error:KeyError,
12283,,common_player_info_error:KeyError,
12284,,common_player_info_error:KeyError,
12286,,common_player_info_error:KeyError,
12287,,common_player_info_error:KeyError,
12288,,common_player_info_error:KeyError,
12289,,common_player_info_error:KeyError,
12290,,common_player_info_error:KeyError,
12291,,common_player_info_error:KeyError,
12292,,common_player_info_error:KeyError,
12293,,common_player_info_error:KeyError,
12295,,common_player_info_error:KeyError,
12296,,common_player_info_error:KeyError,
12297,,common_player_info_error:KeyError,
12316,,common_player_info_error:KeyError,
12317,,common_player_info_error:KeyError,
12330,,common_player_info_error:KeyError,
12334,,common_player_info_error:KeyError,
12341,,common_player_info_error:KeyError,
12343,,common_player_info_error:KeyError,
12406,,common_player_info_error:KeyError,
12407,,common_player_info_error:KeyError,
12409,,common_player_info_error:KeyError,
12415,,common_player_info_error:KeyError,
12417,,common_player_info_error:KeyError,
12428,,common_player_info_error:KeyError,
12430,,common_player_info_error:KeyError,
12436,,common_player_info_error:KeyError,
12441,,common_player_info_error:KeyError,
12442,,common_player_info_error:KeyError,
12445,,common_player_info_error:KeyError,
12458,,common_player_info_error:KeyError,
12467,,common_player_info_error:KeyError,
12507,,common_player_info_error:KeyError,
12524,,common_player_info_error:KeyError,
23033,,common_player_info_error:KeyError,
40046,,common_player_info_error:KeyError,
101106,1984-11-28,nba_api_commonplayerinfo,Andrew Bogut
101107,1986-06-19,nba_api_commonplayerinfo,Marvin Williams
101108,1985-05-06,nba_api_commonplayerinfo,Chris Paul
101109,1984-06-26,nba_api_commonplayerinfo,Raymond Felton
101110,1986-12-04,nba_api_commonplayerinfo,Martell Webster
101111,1984-08-24,nba_api_commonplayerinfo,Charlie Villanueva
101112,1983-05-17,nba_api_commonplayerinfo,Channing Frye
101113,1983-09-11,nba_api_commonplayerinfo,Ike Diogu
101114,1984-06-26,nba_api_commonplayerinfo,Deron Williams
101115,1987-10-27,nba_api_commonplayerinfo,Andrew Bynum
101116,,common_player_info_error:KeyError,
101117,1987-05-07,nba_api_commonplayerinfo,Yaroslav Korolev
101118,1984-04-04,nba_api_commonplayerinfo,Sean May
101119,1984-09-25,nba_api_commonplayerinfo,Rashad McCants
101120,1984-02-06,nba_api_commonplayerinfo,Antoine Wright
101121,1982-06-11,nba_api_commonplayerinfo,Joey Graham
101122,1983-04-20,nba_api_commonplayerinfo,Danny Granger
101123,1986-01-26,nba_api_commonplayerinfo,Gerald Green
101124,1982-07-08,nba_api_commonplayerinfo,Hakim Warrick
101125,1983-11-18,nba_api_commonplayerinfo,Julius Hodge
101126,1984-05-31,nba_api_commonplayerinfo,Nate Robinson
101127,1983-10-28,nba_api_commonplayerinfo,Jarrett Jack
101128,1981-12-31,nba_api_commonplayerinfo,Francisco Garcia
101129,1982-11-26,nba_api_commonplayerinfo,Luther Head
101130,1986-01-27,nba_api_commonplayerinfo,Johan Petro
101131,1983-02-18,nba_api_commonplayerinfo,Jason Maxiell
101132,1985-01-03,nba_api_commonplayerinfo,Linas Kleiza
101133,1986-11-05,nba_api_commonplayerinfo,Ian Mahinmi
101134,1983-03-09,nba_api_commonplayerinfo,Wayne Simien
101135,1983-04-29,nba_api_commonplayerinfo,David Lee
101136,1982-10-11,nba_api_commonplayerinfo,Salim Stoudamire
101137,1983-03-26,nba_api_commonplayerinfo,Daniel Ewing
101138,1985-04-30,nba_api_commonplayerinfo,Brandon Bass
101139,1987-03-18,nba_api_commonplayerinfo,CJ Miles
101140,,common_player_info_error:KeyError,
101141,1987-05-15,nba_api_commonplayerinfo,Ersan Ilyasova
101142,1983-01-13,nba_api_commonplayerinfo,Ronny Turiaf
101143,1982-03-01,nba_api_commonplayerinfo,Travis Diener
101144,1985-07-21,nba_api_commonplayerinfo,Von Wafer
101145,1985-10-26,nba_api_commonplayerinfo,Monta Ellis
101146,1984-12-05,nba_api_commonplayerinfo,Roko Ukic
101147,1985-03-10,nba_api_commonplayerinfo,Chris Taft
101148,1984-06-02,nba_api_commonplayerinfo,Mile Ilic
101149,1986-03-12,nba_api_commonplayerinfo,Martynas Andriuskevicius
101150,1986-10-27,nba_api_commonplayerinfo,Lou Williams
101151,1984-02-21,nba_api_commonplayerinfo,Erazem Lorbek
101152,1984-07-01,nba_api_commonplayerinfo,Bracey Wright
101153,1983-05-22,nba_api_commonplayerinfo,Mickael Gelabale
101154,1986-08-22,nba_api_commonplayerinfo,Andray Blatche
101155,1982-09-01,nba_api_commonplayerinfo,Ryan Gomes
101156,1982-04-16,nba_api_commonplayerinfo,Robert Whaley
101157,,common_player_info_error:KeyError,
101158,1982-02-04,nba_api_commonplayerinfo,Orien Greene
101159,1983-03-23,nba_api_commonplayerinfo,Dijon Thompson
101160,1982-10-20,nba_api_commonplayerinfo,Lawrence Roberts
101161,1987-05-01,nba_api_commonplayerinfo,Amir Johnson
101162,1984-02-17,nba_api_commonplayerinfo,Marcin Gortat
101164,1987-04-16,nba_api_commonplayerinfo,Cenk Akyol
101165,1983-01-21,nba_api_commonplayerinfo,Alex Acker
101166,1983-05-14,nba_api_commonplayerinfo,Uros Slokar
101179,1983-06-21,nba_api_commonplayerinfo,Ronnie Price
101184,1982-03-22,nba_api_commonplayerinfo,Deng Gai
101185,1982-02-20,nba_api_commonplayerinfo,Rawle Marshall
101187,1982-10-16,nba_api_commonplayerinfo,Alan Anderson
101188,1983-02-15,nba_api_commonplayerinfo,Eddie Basden
101194,1983-02-14,nba_api_commonplayerinfo,Anthony Roberson
101195,1981-12-31,nba_api_commonplayerinfo,Luke Schenscher
101198,1983-01-04,nba_api_commonplayerinfo,Will Bynum
101204,1983-06-09,nba_api_commonplayerinfo,Dwayne Jones
101213,1982-01-09,nba_api_commonplayerinfo,Sharrod Ford
101214,1983-02-19,nba_api_commonplayerinfo,Jawad Williams
101215,1982-12-08,nba_api_commonplayerinfo,Will Conroy
101219,1979-04-15,nba_api_commonplayerinfo,Anthony Grundy
101223,1983-04-13,nba_api_commonplayerinfo,Aaron Miles
101224,,common_player_info_error:KeyError,
101232,1983-01-15,nba_api_commonplayerinfo,Roger Powell
101236,1983-06-11,nba_api_commonplayerinfo,Chuck Hayes
101247,1983-09-15,nba_api_commonplayerinfo,Keith Langford
101248,,common_player_info_error:KeyError,
101249,1982-11-21,nba_api_commonplayerinfo,John Lucas III
101252,,common_player_info_error:KeyError,
200081,1980-06-13,nba_api_commonplayerinfo,Jamario Moon
200555,,common_player_info_error:KeyError,
200745,1985-10-26,nba_api_commonplayerinfo,Andrea Bargnani
200746,1985-07-19,nba_api_commonplayerinfo,LaMarcus Aldridge
200747,1984-07-19,nba_api_commonplayerinfo,Adam Morrison
200748,1986-08-17,nba_api_commonplayerinfo,Tyrus Thomas
200749,1983-10-21,nba_api_commonplayerinfo,Shelden Williams
200750,1984-07-23,nba_api_commonplayerinfo,Brandon Roy
200751,1983-09-24,nba_api_commonplayerinfo,Randy Foye
200752,1986-08-17,nba_api_commonplayerinfo,Rudy Gay
200753,1986-06-20,nba_api_commonplayerinfo,Patrick O'Bryant
200754,1986-05-12,nba_api_commonplayerinfo,Mouhamed Sene
200755,1984-06-24,nba_api_commonplayerinfo,JJ Redick
200756,1984-11-23,nba_api_commonplayerinfo,Hilton Armstrong
200757,1984-05-02,nba_api_commonplayerinfo,Thabo Sefolosha
200758,1985-03-20,nba_api_commonplayerinfo,Ronnie Brewer
200759,1986-01-03,nba_api_commonplayerinfo,Cedric Simmons
200760,1984-04-05,nba_api_commonplayerinfo,Rodney Carney
200761,1986-02-16,nba_api_commonplayerinfo,Shawne Williams
200762,1985-12-08,nba_api_commonplayerinfo,Oleksiy Pecherov
200763,1984-05-16,nba_api_commonplayerinfo,Quincy Douby
200764,1984-07-14,nba_api_commonplayerinfo,Renaldo Balkman
200765,1986-02-22,nba_api_commonplayerinfo,Rajon Rondo
200766,1985-12-03,nba_api_commonplayerinfo,Marcus Williams
200767,1984-11-21,nba_api_commonplayerinfo,Josh Boone
200768,1986-03-25,nba_api_commonplayerinfo,Kyle Lowry
200769,1985-11-29,nba_api_commonplayerinfo,Shannon Brown
200770,1986-11-30,nba_api_commonplayerinfo,Jordan Farmar
200771,1986-06-12,nba_api_commonplayerinfo,Sergio Rodriguez
200772,1984-02-09,nba_api_commonplayerinfo,Maurice Ager
200776,1984-08-04,nba_api_commonplayerinfo,Mardy Collins
200777,1987-02-07,nba_api_commonplayerinfo,Joel Freeland
200778,1982-10-21,nba_api_commonplayerinfo,James White
200779,1983-06-13,nba_api_commonplayerinfo,Steve Novak
200780,1984-07-16,nba_api_commonplayerinfo,Solomon Jones
200781,1984-07-21,nba_api_commonplayerinfo,Paul Davis
200782,1985-05-05,nba_api_commonplayerinfo,P.J. Tucker
200783,1983-11-10,nba_api_commonplayerinfo,Craig Smith
200784,1984-01-09,nba_api_commonplayerinfo,Bobby Jones
200785,1985-02-19,nba_api_commonplayerinfo,Kosta Perovic
200786,1984-02-27,nba_api_commonplayerinfo,David Noel
200787,,common_player_info_error:KeyError,
200788,1984-02-27,nba_api_commonplayerinfo,James Augustine
200789,1986-02-27,nba_api_commonplayerinfo,Daniel Gibson
200790,1984-05-31,nba_api_commonplayerinfo,Marcus Vinicius
200791,,common_player_info_error:KeyError,
200792,1983-02-08,nba_api_commonplayerinfo,Alexander Johnson
200793,1984-08-17,nba_api_commonplayerinfo,Dee Brown
200794,1985-02-10,nba_api_commonplayerinfo,Paul Millsap
200795,,common_player_info_error:KeyError,
200796,1984-01-22,nba_api_commonplayerinfo,Leon Powe
200797,1984-10-10,nba_api_commonplayerinfo,Ryan Hollins
200798,1984-10-22,nba_api_commonplayerinfo,Cheikh Samb
200799,1985-03-04,nba_api_commonplayerinfo,Guillermo Diaz
200800,1984-01-24,nba_api_commonplayerinfo,Yotam Halperin
200801,1984-06-20,nba_api_commonplayerinfo,Hassan Adams
200802,,common_player_info_error:KeyError,
200803,,common_player_info_error:KeyError,
200804,,common_player_info_error:KeyError,
200805,,common_player_info_error:KeyError,
200806,1985-12-26,nba_api_commonplayerinfo,Damir Markota
200807,1983-09-08,nba_api_commonplayerinfo,Will Blalock
200809,1983-09-27,nba_api_commonplayerinfo,Chris Quinn
200810,1984-06-17,nba_api_commonplayerinfo,Allan Ray
200811,1982-12-07,nba_api_commonplayerinfo,Lou Amundson
200812,,common_player_info_error:KeyError,
200814,1984-03-21,nba_api_commonplayerinfo,Tarence Kinsey
200818,1984-05-12,nba_api_commonplayerinfo,Justin Williams
200819,,common_player_info_error:KeyError,
200822,1983-09-07,nba_api_commonplayerinfo,Pops Mensah-Bonsu
200827,1985-12-06,nba_api_commonplayerinfo,Darius Washington
200829,1982-04-26,nba_api_commonplayerinfo,Ivan McFarlin
200840,1984-05-27,nba_api_commonplayerinfo,Chris McCray
200847,1984-09-15,nba_api_commonplayerinfo,Brandon Bowman
200848,1983-04-12,nba_api_commonplayerinfo,Steven Smith
200859,,common_player_info_error:KeyError,
200969,,common_player_info_error:KeyError,
200995,,common_player_info_error:KeyError,
201015,,common_player_info_error:KeyError,
201019,,common_player_info_error:KeyError,
201028,,common_player_info_error:KeyError,
201141,1988-01-22,nba_api_commonplayerinfo,Greg Oden
201142,1988-09-29,nba_api_commonplayerinfo,Kevin Durant
201143,1986-06-03,nba_api_commonplayerinfo,Al Horford
201144,1987-10-11,nba_api_commonplayerinfo,Mike Conley
201145,1986-08-28,nba_api_commonplayerinfo,Jeff Green
201146,1987-10-27,nba_api_commonplayerinfo,Yi Jianlian
201147,1986-03-05,nba_api_commonplayerinfo,Corey Brewer
201148,1987-10-05,nba_api_commonplayerinfo,Brandan Wright
201149,1985-02-25,nba_api_commonplayerinfo,Joakim Noah
201150,1988-04-28,nba_api_commonplayerinfo,Spencer Hawes
201151,1985-01-25,nba_api_commonplayerinfo,Acie Law
201152,1988-06-21,nba_api_commonplayerinfo,Thaddeus Young
201153,1987-05-20,nba_api_commonplayerinfo,Julian Wright
201154,1983-12-07,nba_api_commonplayerinfo,Al Thornton
201155,1986-04-21,nba_api_commonplayerinfo,Rodney Stuckey
201156,1985-06-01,nba_api_commonplayerinfo,Nick Young
201157,1986-09-13,nba_api_commonplayerinfo,Sean Williams
201158,1986-03-25,nba_api_commonplayerinfo,Marco Belinelli
201159,1987-12-31,nba_api_commonplayerinfo,Javaris Crittenton
201160,1986-03-02,nba_api_commonplayerinfo,Jason Smith
201161,1987-04-28,nba_api_commonplayerinfo,Daequan Cook
201162,1985-07-10,nba_api_commonplayerinfo,Jared Dudley
201163,1987-05-10,nba_api_commonplayerinfo,Wilson Chandler
201164,1985-04-04,nba_api_commonplayerinfo,Rudy Fernandez
201165,1985-02-02,nba_api_commonplayerinfo,Morris Almond
201166,1985-01-14,nba_api_commonplayerinfo,Aaron Brooks
201167,1985-10-15,nba_api_commonplayerinfo,Arron Afflalo
201168,1985-01-01,nba_api_commonplayerinfo,Tiago Splitter
201169,1984-02-11,nba_api_commonplayerinfo,Alando Tucker
201170,,common_player_info_error:KeyError,
201171,1983-09-19,nba_api_commonplayerinfo,Carl Landry
201172,1986-04-19,nba_api_commonplayerinfo,Gabe Pruitt
201173,1986-11-18,nba_api_commonplayerinfo,Marcus Williams
201174,1985-06-17,nba_api_commonplayerinfo,Nick Fazekas
201175,1986-01-01,nba_api_commonplayerinfo,Glen Davis
201176,1984-11-15,nba_api_commonplayerinfo,Jermareo Davidson
201177,1987-02-28,nba_api_commonplayerinfo,Josh McRoberts
201178,1986-12-24,nba_api_commonplayerinfo,Kyrylo Fesenko
201179,,common_player_info_error:KeyError,
201180,1985-11-06,nba_api_commonplayerinfo,Sun Sun
201181,1984-12-25,nba_api_commonplayerinfo,Chris Richard
201182,1984-04-25,nba_api_commonplayerinfo,Derrick Byars
201183,,common_player_info_error:KeyError,
201184,,common_player_info_error:KeyError,
201185,,common_player_info_error:KeyError,
201186,1982-12-17,nba_api_commonplayerinfo,Stephane Lasme
201187,1985-10-20,nba_api_commonplayerinfo,Dominic McGuire
201188,1985-01-29,nba_api_commonplayerinfo,Marc Gasol
201189,1984-12-07,nba_api_commonplayerinfo,Aaron Gray
201190,,common_player_info_error:KeyError,
201191,1986-01-07,nba_api_commonplayerinfo,JamesOn Curry
201192,1986-11-28,nba_api_commonplayerinfo,Taurean Green
201193,1984-09-04,nba_api_commonplayerinfo,Demetris Nichols
201194,1985-02-18,nba_api_commonplayerinfo,Brad Newley
201195,1984-10-01,nba_api_commonplayerinfo,Herbert Hill
201196,1986-04-11,nba_api_commonplayerinfo,Ramon Sessions
201197,,common_player_info_error:KeyError,
201198,,common_player_info_error:KeyError,
201199,1985-06-15,nba_api_commonplayerinfo,DJ Strawberry
201200,,common_player_info_error:KeyError,
201201,,common_player_info_error:KeyError,
201203,1984-08-18,nba_api_commonplayerinfo,Mustafa Shakur
201207,1983-06-08,nba_api_commonplayerinfo,Coby Karl
201208,1984-11-08,nba_api_commonplayerinfo,Darryl Watkins
201225,,common_player_info_error:KeyError,
201228,1984-04-17,nba_api_commonplayerinfo,C.J. Watson
201229,1985-06-01,nba_api_commonplayerinfo,Anthony Tolliver
201234,1984-08-30,nba_api_commonplayerinfo,Trey Johnson
201249,,common_player_info_error:KeyError,
201318,,common_player_info_error:KeyError,
201324,,common_player_info_error:KeyError,
201383,,common_player_info_error:KeyError,
201446,1986-01-21,nba_api_commonplayerinfo,Mike Taylor
201469,,common_player_info_error:KeyError,
201563,1989-01-09,nba_api_commonplayerinfo,Michael Beasley
201564,1987-11-05,nba_api_commonplayerinfo,O.J. Mayo
201565,1988-10-04,nba_api_commonplayerinfo,Derrick Rose
201566,1988-11-12,nba_api_commonplayerinfo,Russell Westbrook
201567,1988-09-07,nba_api_commonplayerinfo,Kevin Love
201568,1988-08-08,nba_api_commonplayerinfo,Danilo Gallinari
201569,1988-12-25,nba_api_commonplayerinfo,Eric Gordon
201570,1986-12-26,nba_api_commonplayerinfo,Joe Alexander
201571,1987-11-10,nba_api_commonplayerinfo,D.J. Augustin
201572,1988-04-01,nba_api_commonplayerinfo,Brook Lopez
201573,1988-08-20,nba_api_commonplayerinfo,Jerryd Bayless
201574,1986-07-21,nba_api_commonplayerinfo,Jason Thompson
201575,1985-07-07,nba_api_commonplayerinfo,Brandon Rush
201576,1989-07-15,nba_api_commonplayerinfo,Anthony Randolph
201577,1988-04-01,nba_api_commonplayerinfo,Robin Lopez
201578,1987-08-04,nba_api_commonplayerinfo,Marreese Speights
201579,1986-12-11,nba_api_commonplayerinfo,Roy Hibbert
201580,1988-01-19,nba_api_commonplayerinfo,JaVale McGee
201581,1988-09-04,nba_api_commonplayerinfo,JJ Hickson
201582,1988-05-06,nba_api_commonplayerinfo,Alexis Ajinca
201583,1988-05-06,nba_api_commonplayerinfo,Ryan Anderson
201584,1985-10-03,nba_api_commonplayerinfo,Courtney Lee
201585,1989-02-24,nba_api_commonplayerinfo,Kosta Koufos
201586,1989-09-18,nba_api_commonplayerinfo,Serge Ibaka
201587,1988-12-14,nba_api_commonplayerinfo,Nicolas Batum
201588,1986-05-04,nba_api_commonplayerinfo,George Hill
201589,1988-03-25,nba_api_commonplayerinfo,Darrell Arthur
201590,1988-02-21,nba_api_commonplayerinfo,Donte Greene
201591,1986-08-31,nba_api_commonplayerinfo,DJ White
201592,1985-02-13,nba_api_commonplayerinfo,J.R. Giddens
201593,1986-01-03,nba_api_commonplayerinfo,Nikola Pekovic
201594,1986-07-18,nba_api_commonplayerinfo,Walter Sharpe
201595,1983-12-16,nba_api_commonplayerinfo,Joey Dorsey
201596,1986-05-19,nba_api_commonplayerinfo,Mario Chalmers
201599,1988-07-21,nba_api_commonplayerinfo,DeAndre Jordan
201600,1986-07-04,nba_api_commonplayerinfo,Omer Asik
201601,1986-09-09,nba_api_commonplayerinfo,Luc Mbah a Moute
201602,1986-02-18,nba_api_commonplayerinfo,Kyle Weaver
201603,1986-07-08,nba_api_commonplayerinfo,Sonny Weems
201604,1987-01-08,nba_api_commonplayerinfo,Chris Douglas-Roberts
201605,1986-10-10,nba_api_commonplayerinfo,Nathan Jawai
201606,1985-09-06,nba_api_commonplayerinfo,Sean Singletary
201607,1984-05-20,nba_api_commonplayerinfo,Patrick Ewing
201608,1987-02-17,nba_api_commonplayerinfo,Ante Tomic
201609,1986-05-06,nba_api_commonplayerinfo,Goran Dragic
201610,,common_player_info_error:KeyError,
201611,1987-10-09,nba_api_commonplayerinfo,Henry Walker
201612,1987-02-23,nba_api_commonplayerinfo,Malik Hairston
201613,,common_player_info_error:KeyError,
201614,,common_player_info_error:KeyError,
201615,,common_player_info_error:KeyError,
201616,1985-11-07,nba_api_commonplayerinfo,Darnell Jackson
201617,,common_player_info_error:KeyError,
201618,,common_player_info_error:KeyError,
201619,1985-05-08,nba_api_commonplayerinfo,Sasha Kaun
201620,,common_player_info_error:KeyError,
201621,1986-06-17,nba_api_commonplayerinfo,Joe Crawford
201622,,common_player_info_error:KeyError,
201623,1986-07-28,nba_api_commonplayerinfo,Semih Erden
201624,,common_player_info_error:KeyError,
201628,1984-09-24,nba_api_commonplayerinfo,Bobby Brown
201629,1986-05-28,nba_api_commonplayerinfo,Othello Hunter
201634,1985-11-02,nba_api_commonplayerinfo,DeMarcus Nelson
201651,,common_player_info_error:KeyError,
201781,,common_player_info_error:KeyError,
201812,,common_player_info_error:KeyError,
201814,1985-02-25,nba_api_commonplayerinfo,Gary Forbes
201848,,common_player_info_error:KeyError,
201858,1984-11-20,nba_api_commonplayerinfo,Cartier Martin
201863,,common_player_info_error:KeyError,
201868,,common_player_info_error:KeyError,
201872,,common_player_info_error:KeyError,
201933,1989-03-16,nba_api_commonplayerinfo,Blake Griffin
201934,1987-02-16,nba_api_commonplayerinfo,Hasheem Thabeet
201935,1989-08-26,nba_api_commonplayerinfo,James Harden
201936,1989-09-19,nba_api_commonplayerinfo,Tyreke Evans
201937,1990-10-21,nba_api_commonplayerinfo,Ricky Rubio
201938,1989-02-06,nba_api_commonplayerinfo,Jonny Flynn
201939,1988-03-14,nba_api_commonplayerinfo,Stephen Curry
201941,1987-07-27,nba_api_commonplayerinfo,Jordan Hill
201942,1989-08-07,nba_api_commonplayerinfo,DeMar DeRozan
201943,1989-09-23,nba_api_commonplayerinfo,Brandon Jennings
201944,1987-06-28,nba_api_commonplayerinfo,Terrence Williams
201945,1987-12-09,nba_api_commonplayerinfo,Gerald Henderson
201946,1985-11-03,nba_api_commonplayerinfo,Tyler Hansbrough
201947,1988-01-17,nba_api_commonplayerinfo,Earl Clark
201948,1988-06-05,nba_api_commonplayerinfo,Austin Daye
201949,1987-02-20,nba_api_commonplayerinfo,James Johnson
201950,1990-06-12,nba_api_commonplayerinfo,Jrue Holiday
201951,1987-11-03,nba_api_commonplayerinfo,Ty Lawson
201952,1988-06-10,nba_api_commonplayerinfo,Jeff Teague
201953,1987-06-11,nba_api_commonplayerinfo,Eric Maynor
201954,1987-08-23,nba_api_commonplayerinfo,Darren Collison
201956,1988-06-22,nba_api_commonplayerinfo,Omri Casspi
201957,1989-02-14,nba_api_commonplayerinfo,Byron Mullens
201958,1988-02-24,nba_api_commonplayerinfo,Rodrigue Beaubois
201959,1985-06-24,nba_api_commonplayerinfo,Taj Gibson
201960,1986-07-27,nba_api_commonplayerinfo,DeMarre Carroll
201961,1987-11-29,nba_api_commonplayerinfo,Wayne Ellington
201962,1986-03-16,nba_api_commonplayerinfo,Toney Douglas
201963,1989-06-22,nba_api_commonplayerinfo,Christian Eyenga
201964,1988-08-30,nba_api_commonplayerinfo,Victor Claver
201965,1987-04-29,nba_api_commonplayerinfo,Jeff Ayres
201966,1986-12-08,nba_api_commonplayerinfo,Jermaine Taylor
201967,1987-04-22,nba_api_commonplayerinfo,Dante Cunningham
201968,1987-11-15,nba_api_commonplayerinfo,Sergio Llull
201969,1988-01-24,nba_api_commonplayerinfo,DaJuan Summers
201970,1985-06-01,nba_api_commonplayerinfo,Sam Young
201971,1989-04-22,nba_api_commonplayerinfo,DeJuan Blair
201972,1987-03-20,nba_api_commonplayerinfo,Jon Brockman
201973,1987-03-02,nba_api_commonplayerinfo,Jonas Jerebko
201974,1987-09-08,nba_api_commonplayerinfo,Derrick Brown
201975,1987-08-21,nba_api_commonplayerinfo,Jodie Meeks
201976,1988-07-12,nba_api_commonplayerinfo,Patrick Beverley
201977,1987-06-05,nba_api_commonplayerinfo,Marcus Thornton
201978,1988-05-22,nba_api_commonplayerinfo,Chase Budinger
201979,1989-02-07,nba_api_commonplayerinfo,Nick Calathes
201980,1987-06-22,nba_api_commonplayerinfo,Danny Green
201981,1986-04-18,nba_api_commonplayerinfo,Taylor Griffin
201982,,common_player_info_error:KeyError,
201983,,common_player_info_error:KeyError,
201984,,common_player_info_error:KeyError,
201985,1986-10-07,nba_api_commonplayerinfo,AJ Price
201986,1987-06-23,nba_api_commonplayerinfo,Nando De Colo
201987,1985-03-03,nba_api_commonplayerinfo,Robert Vaden
201988,1988-08-11,nba_api_commonplayerinfo,Patty Mills
201989,,common_player_info_error:KeyError,
201990,,common_player_info_error:KeyError,
201991,1984-08-07,nba_api_commonplayerinfo,Lester Hudson
201992,,common_player_info_error:KeyError,
201993,,common_player_info_error:KeyError,
201994,,common_player_info_error:KeyError,
202124,,common_player_info_error:KeyError,
202151,,common_player_info_error:KeyError,
202160,,common_player_info_error:KeyError,
202322,1990-09-06,nba_api_commonplayerinfo,John Wall
202323,1988-10-27,nba_api_commonplayerinfo,Evan Turner
202324,1991-07-15,nba_api_commonplayerinfo,Derrick Favors
202325,1987-07-11,nba_api_commonplayerinfo,Wesley Johnson
202326,1990-08-13,nba_api_commonplayerinfo,DeMarcus Cousins
202327,1987-05-20,nba_api_commonplayerinfo,Ekpe Udoh
202328,1990-06-04,nba_api_commonplayerinfo,Greg Monroe
202329,1990-09-21,nba_api_commonplayerinfo,Al-Farouq Aminu
202330,1990-03-23,nba_api_commonplayerinfo,Gordon Hayward
202331,1990-05-02,nba_api_commonplayerinfo,Paul George
202332,1988-10-31,nba_api_commonplayerinfo,Cole Aldrich
202333,1991-03-15,nba_api_commonplayerinfo,Xavier Henry
202334,1989-06-05,nba_api_commonplayerinfo,Ed Davis
202335,1989-03-14,nba_api_commonplayerinfo,Patrick Patterson
202336,1988-11-21,nba_api_commonplayerinfo,Larry Sanders
202337,1989-06-20,nba_api_commonplayerinfo,Luke Babbitt
202338,1989-12-07,nba_api_commonplayerinfo,Kevin Seraphin
202339,1989-12-09,nba_api_commonplayerinfo,Eric Bledsoe
202340,1990-11-26,nba_api_commonplayerinfo,Avery Bradley
202341,1989-03-25,nba_api_commonplayerinfo,James Anderson
202342,1987-10-09,nba_api_commonplayerinfo,Craig Brackins
202343,1989-06-20,nba_api_commonplayerinfo,Elliot Williams
202344,1987-11-25,nba_api_commonplayerinfo,Trevor Booker
202345,1987-10-07,nba_api_commonplayerinfo,Damion James
202346,1988-10-15,nba_api_commonplayerinfo,Dominique Jones
202347,1988-03-10,nba_api_commonplayerinfo,Quincy Pondexter
202348,1988-10-23,nba_api_commonplayerinfo,Jordan Crawford
202349,1987-01-16,nba_api_commonplayerinfo,Greivis Vasquez
202350,1990-08-06,nba_api_commonplayerinfo,Daniel Orton
202351,1986-11-26,nba_api_commonplayerinfo,Lazar Hayward
202353,1989-11-02,nba_api_commonplayerinfo,Tibor Pleiss
202354,1988-03-02,nba_api_commonplayerinfo,Dexter Pittman
202355,1989-06-13,nba_api_commonplayerinfo,Hassan Whiteside
202356,1989-02-23,nba_api_commonplayerinfo,Armon Johnson
202357,1988-05-09,nba_api_commonplayerinfo,Nemanja Bjelica
202358,1990-03-07,nba_api_commonplayerinfo,Terrico White
202359,1987-09-29,nba_api_commonplayerinfo,Darington Hobson
202360,1986-11-02,nba_api_commonplayerinfo,Andy Rautins
202361,1988-06-27,nba_api_commonplayerinfo,Landry Fields
202362,1990-09-05,nba_api_commonplayerinfo,Lance Stephenson
202363,1988-03-01,nba_api_commonplayerinfo,Jarvis Varnado
202364,1988-01-25,nba_api_commonplayerinfo,Da'Sean Butler
202365,1989-10-28,nba_api_commonplayerinfo,Devin Ebanks
202366,1986-09-29,nba_api_commonplayerinfo,Jerome Jordan
202370,,common_player_info_error:KeyError,
202371,1988-11-07,nba_api_commonplayerinfo,Gani Lawal
202372,,common_player_info_error:KeyError,
202373,,common_player_info_error:KeyError,
202374,1988-03-21,nba_api_commonplayerinfo,Solomon Alabi
202375,1986-02-23,nba_api_commonplayerinfo,Magnum Rolle
