name,draft_year,sportsref_player_raw,sportsref_url,sportsref_match_method,sportsref_match_score,sportsref_school,sportsref_conf,sportsref_season,sportsref_games,sportsref_games_started,sportsref_mpg,sportsref_ppg,sportsref_rpg,sportsref_apg,sportsref_spg,sportsref_bpg,sportsref_tpg,sportsref_fg_pct,sportsref_two_pct,sportsref_three_pct,sportsref_ft_pct
brandon heath,2007,brandon heath,https://www.sports-reference.com/cbb/players/brandon-heath-1.html,strict_slug_exact_season,100.0,San Diego St.,MWC,2006-07,33.0,33.0,36.9,19.3,3.8,3.6,1.9,0.1,3.2,0.421,0.481,0.352,0.746
caleb green,2007,caleb green,https://www.sports-reference.com/cbb/players/caleb-green-1.html,strict_slug_exact_season,100.0,Oral Roberts,Mid-Cont,2006-07,34.0,34.0,34.8,20.5,9.3,2.6,1.4,0.4,4.0,0.501,0.508,0.353,0.76
cartier martin,2007,cartier martin,https://www.sports-reference.com/cbb/players/cartier-martin-1.html,strict_slug_exact_season,100.0,Kansas St.,Big 12,2006-07,35.0,18.0,27.5,17.1,4.4,1.3,0.7,0.2,1.7,0.46,0.527,0.386,0.799
coby karl,2007,coby karl,https://www.sports-reference.com/cbb/players/coby-karl-1.html,strict_slug_exact_season,100.0,Boise St.,WAC,2006-07,31.0,31.0,32.5,14.8,4.1,4.0,0.8,0.6,3.1,0.408,0.486,0.37,0.835
coleman collins,2007,coleman collins,https://www.sports-reference.com/cbb/players/coleman-collins-1.html,strict_slug_exact_season,100.0,Virginia Tech,ACC,2006-07,33.0,27.0,24.3,7.8,4.8,0.8,0.5,1.1,1.3,0.503,0.503,,0.651
craig bradshaw,2007,craig bradshaw,https://www.sports-reference.com/cbb/players/craig-bradshaw-1.html,strict_slug_exact_season,100.0,Winthrop,Big South,2006-07,32.0,31.0,28.3,13.5,6.3,1.5,0.6,1.2,2.3,0.488,0.561,0.327,0.606
curtis sumpter,2007,curtis sumpter,https://www.sports-reference.com/cbb/players/curtis-sumpter-1.html,strict_slug_exact_season,100.0,Villanova,Big East,2006-07,32.0,29.0,30.5,17.4,7.2,0.9,0.9,0.9,2.2,0.447,0.491,0.366,0.805
darryl watkins,2007,darryl watkins,https://www.sports-reference.com/cbb/players/darryl-watkins-1.html,strict_slug_exact_season,100.0,Syracuse,Big East,2006-07,33.0,32.0,29.1,8.1,7.5,0.8,1.2,3.4,1.5,0.544,0.544,,0.612
dashaun wood,2007,dashaun wood,https://www.sports-reference.com/cbb/players/dashaun-wood-1.html,strict_slug_exact_season,100.0,Wright St.,Horizon,2006-07,33.0,33.0,36.2,19.6,5.1,4.0,1.9,0.2,2.5,0.435,0.462,0.373,0.883
dominic james,2007,dominic james,https://www.sports-reference.com/cbb/players/dominic-james-1.html,strict_slug_exact_season,100.0,Marquette,Big East,2006-07,34.0,34.0,33.2,14.9,3.1,4.9,1.9,0.1,2.6,0.384,0.464,0.272,0.651
dustin salisbery,2007,dustin salisbery,https://www.sports-reference.com/cbb/players/dustin-salisbery-1.html,strict_slug_exact_season,100.0,Temple,A-10,2006-07,30.0,30.0,33.1,16.4,5.0,2.4,1.6,0.4,2.9,0.425,0.471,0.354,0.678
ekene ibekwe,2007,ekene ibekwe,https://www.sports-reference.com/cbb/players/ekene-ibekwe-1.html,strict_slug_exact_season,100.0,Maryland,ACC,2006-07,33.0,32.0,25.2,10.4,7.8,0.8,1.0,2.7,2.6,0.494,0.496,0.0,0.636
ivan radenovic,2007,ivan radenovic,https://www.sports-reference.com/cbb/players/ivan-radenovic-1.html,strict_slug_exact_season,100.0,Arizona,Pac-10,2006-07,31.0,31.0,34.3,15.1,7.6,2.1,0.9,0.6,2.1,0.507,0.535,0.373,0.872
jamaal tatum,2007,jamaal tatum,https://www.sports-reference.com/cbb/players/jamaal-tatum-1.html,strict_slug_exact_season,100.0,Southern Ill.,MVC,2006-07,35.0,35.0,32.8,15.2,3.0,2.4,1.2,0.0,2.4,0.435,0.457,0.408,0.779
james hughes,2007,james hughes,https://www.sports-reference.com/cbb/players/james-hughes-1.html,strict_slug_exact_season,100.0,Northern Ill.,MAC,2006-07,30.0,24.0,26.8,12.1,6.1,0.3,0.4,2.1,1.5,0.589,0.589,,0.758
jeremy hunt,2007,jeremy hunt,https://www.sports-reference.com/cbb/players/jeremy-hunt-1.html,strict_slug_exact_season,100.0,Memphis,CUSA,2006-07,37.0,1.0,23.9,14.1,2.9,1.4,1.4,0.4,1.4,0.417,0.471,0.382,0.717
justin doellman,2007,justin doellman,https://www.sports-reference.com/cbb/players/justin-doellman-1.html,strict_slug_exact_season,100.0,Xavier,A-10,2006-07,34.0,34.0,27.0,13.7,5.5,1.7,0.9,1.1,1.6,0.495,0.567,0.362,0.792
kyle visser,2007,kyle visser,https://www.sports-reference.com/cbb/players/kyle-visser-1.html,strict_slug_exact_season,100.0,Wake Forest,ACC,2006-07,31.0,31.0,29.0,17.0,7.4,0.6,0.7,1.4,2.0,0.584,0.588,0.0,0.644
mario boggan,2007,mario boggan,https://www.sports-reference.com/cbb/players/mario-boggan-1.html,strict_slug_exact_season,100.0,Oklahoma St.,Big 12,2006-07,34.0,33.0,32.6,19.0,7.6,1.4,1.1,0.8,2.5,0.54,0.589,0.22,0.761
mohamed abukar,2007,mohamed abukar,https://www.sports-reference.com/cbb/players/mohamed-abukar-1.html,strict_slug_exact_season,100.0,San Diego St.,MWC,2006-07,32.0,30.0,33.2,15.8,5.8,1.6,0.5,0.6,2.2,0.472,0.505,0.302,0.829
mustafa shakur,2007,mustafa shakur,https://www.sports-reference.com/cbb/players/mustafa-shakur-1.html,strict_slug_exact_season,100.0,Arizona,Pac-10,2006-07,31.0,31.0,34.8,11.9,4.0,6.9,1.5,0.2,3.7,0.455,0.514,0.325,0.788
quinton hosley,2007,quinton hosley,https://www.sports-reference.com/cbb/players/quinton-hosley-1.html,strict_slug_exact_season,100.0,Fresno St.,WAC,2006-07,32.0,32.0,33.3,13.9,8.9,1.5,1.3,0.6,2.7,0.418,0.47,0.322,0.672
rashad jones jennings,2007,rashad jones jennings,https://www.sports-reference.com/cbb/players/rashad-jones-jennings-1.html,strict_slug_exact_season,100.0,Little Rock,Sun Belt,2006-07,30.0,27.0,32.4,12.5,13.1,1.4,0.8,1.0,1.7,0.502,0.508,0.0,0.577
rashaun freeman,2007,rashaun freeman,https://www.sports-reference.com/cbb/players/rashaun-freeman-1.html,strict_slug_exact_season,100.0,Massachusetts,A-10,2006-07,33.0,33.0,27.2,14.7,8.3,0.8,0.6,0.4,2.2,0.609,0.613,0.0,0.574
ron lewis,2007,ron lewis,https://www.sports-reference.com/cbb/players/ron-lewis-1.html,strict_slug_exact_season,100.0,Ohio St.,Big Ten,2006-07,39.0,38.0,28.8,12.7,3.6,1.3,0.9,0.3,1.6,0.427,0.518,0.344,0.778
russell carter,2007,russell carter,https://www.sports-reference.com/cbb/players/russell-carter-1.html,strict_slug_exact_season,100.0,Notre Dame,Big East,2006-07,32.0,31.0,30.4,17.1,4.9,1.8,1.6,0.3,2.2,0.431,0.465,0.394,0.714
ryvon covile,2007,ryvon covile,https://www.sports-reference.com/cbb/players/ryvon-covile-1.html,strict_slug_exact_season,100.0,Detroit Mercy,Horizon,2006-07,30.0,30.0,33.0,13.7,10.6,0.9,0.8,1.4,1.8,0.564,0.564,,0.623
trey johnson,2007,trey johnson,https://www.sports-reference.com/cbb/players/trey-johnson-1.html,strict_slug_exact_season,100.0,Jackson St.,SWAC,2006-07,35.0,35.0,37.8,27.1,4.5,2.6,0.9,0.1,3.6,0.414,0.45,0.333,0.743
zabian dowdell,2007,zabian dowdell,https://www.sports-reference.com/cbb/players/zabian-dowdell-1.html,strict_slug_exact_season,100.0,Virginia Tech,ACC,2006-07,34.0,33.0,33.8,17.4,3.6,3.1,2.1,0.2,2.0,0.462,0.49,0.386,0.806
