name,draft_year,overall_pick,position,organization,organization_type,draft_team_abbreviation,height_wo_shoes_in,height_w_shoes_in,weight_lbs,wingspan_in,standing_reach_in,body_fat_pct,hand_length_in,hand_width_in,standing_vertical_leap_in,max_vertical_leap_in,lane_agility_time_sec,modified_lane_agility_time_sec,three_quarter_sprint_sec,bench_press_reps
justin lewis,2022,999,PF,,,,78.25,79.5,235.4,86.5,105.5,7.3,9.0,10.5,32.5,35.0,11.49,3.02,3.23,
kenneth lofton,2022,999,PF-C,,,,,,,,,,,,,,,,,
keon ellis,2022,999,SG,,,,75.5,76.75,167.4,80.5,102.0,3.8,8.0,9.25,28.0,35.5,10.87,3.02,3.18,
kofi cockburn,2022,999,C,,,,83.0,84.0,293.0,88.25,110.5,8.2,9.75,10.25,29.5,32.5,12.11,3.31,3.33,
leonard miller,2022,999,SF,,,,80.5,82.0,211.0,86.0,106.5,5.7,9.25,10.5,30.0,36.5,11.11,3.02,3.36,
marcus sasser,2022,999,PG,,,,,,,,,,,,,,,,,
matthew mayer,2022,999,SF,,,,80.0,81.25,216.4,82.5,105.0,11.1,9.0,10.25,25.5,31.5,10.74,,3.39,
michael foster,2022,999,C,,,,79.75,81.25,236.6,84.25,109.5,6.2,8.75,10.0,28.0,32.5,11.49,3.1,3.22,
orlando robinson,2022,999,C,,,,81.75,83.0,244.4,88.0,111.0,9.5,8.75,10.0,23.0,27.5,11.4,3.23,3.55,
ron harper,2022,999,SF,,,,76.0,77.5,240.4,85.25,105.5,14.3,9.5,10.0,26.0,30.5,11.41,3.24,3.4,
scotty pippen,2022,999,PG,,,,72.0,73.5,180.0,77.75,95.5,5.3,7.75,9.0,30.5,37.5,11.07,3.1,3.21,
terquavion smith,2022,999,SG,,,,74.25,75.75,165.2,78.5,98.0,3.8,8.5,8.0,30.5,38.5,10.63,3.03,3.14,
trayce jackson davis,2022,999,C,,,,,,,,,,,,,,,,,
trevion williams,2022,999,C,,,,79.25,80.75,264.6,86.75,108.5,10.8,9.0,10.25,27.5,30.0,12.75,3.46,3.48,
victor wembanyama,2023,1,C,Metropolitans 92 (France),Other Team/Club,SAS,,,,,,,,,,,,,,
brandon miller,2023,2,SF,Alabama,College/University,CHA,,,,,,,,,,,,,,
scoot henderson,2023,3,PG,Ignite (G League),Other Team/Club,POR,,,,,,,,,,,,,,
amen thompson,2023,4,SG,Overtime Elite,Other Team/Club,HOU,77.75,,214.2,84.0,103.5,,8.5,8.5,,,,,,
ausar thompson,2023,5,SG,Overtime Elite,Other Team/Club,DET,77.75,,218.2,84.0,104.0,,8.75,9.25,,,,,,
anthony black,2023,6,PG,Arkansas,College/University,ORL,77.75,,210.0,79.5,102.5,,8.25,9.5,32.0,39.0,11.04,,3.35,
bilal coulibaly,2023,7,SG-SF,Metropolitans 92 (France),Other Team/Club,IND,,,,,,,,,,,,,,
jarace walker,2023,8,PF,Houston,College/University,WAS,78.5,,248.6,86.5,104.5,,9.0,10.0,34.5,38.0,10.89,,3.2,
taylor hendricks,2023,9,PF,Central Florida,College/University,UTA,80.25,,213.6,84.5,107.0,,9.25,10.25,32.5,36.0,11.27,,3.32,
cason wallace,2023,10,PG,Kentucky,College/University,DAL,74.5,,195.2,80.5,101.0,,8.5,9.25,28.0,36.0,10.82,,3.34,
jett howard,2023,11,SF,Michigan,College/University,ORL,,,,,,,,,,,,,,
dereck lively,2023,12,C,Duke,College/University,OKC,,,,,,,,,,,,,,
gradey dick,2023,13,SG,Kansas,College/University,TOR,78.25,,204.0,80.75,101.0,,8.25,9.0,29.0,34.0,11.13,2.98,3.5,
jordan hawkins,2023,14,SG,Connecticut,College/University,NOP,76.25,,186.0,78.75,101.5,,8.25,8.75,,,,,,
kobe bufkin,2023,15,SG,Michigan,College/University,ATL,76.25,,186.8,79.75,102.5,,8.0,9.25,29.0,36.0,11.71,,3.26,
keyonte george,2023,16,SG,Baylor,College/University,UTA,,,,,,,,,,,,,,
jalen hood schifino,2023,17,PG,Indiana,College/University,LAL,76.25,,216.6,82.25,100.5,,9.0,9.75,,,,,,
jaime jaquez,2023,18,SF,California-Los Angeles,College/University,MIA,78.0,,226.4,81.5,99.5,,8.5,9.5,34.5,39.0,11.21,,3.33,
brandin podziemski,2023,19,SG,Santa Clara,College/University,GSW,75.75,,203.8,77.5,96.5,,8.25,10.0,31.5,39.0,11.16,3.2,3.21,
cam whitmore,2023,20,SF,Villanova,College/University,HOU,77.75,,235.0,80.5,103.5,,8.0,8.25,31.5,40.5,10.82,3.33,3.2,
noah clowney,2023,21,PF,Alabama,College/University,BKN,,,,,,,,,,,,,,
dariq whitehead,2023,22,SG,Duke,College/University,BKN,77.75,,217.2,82.25,103.5,,8.5,10.0,,,,,,
kris murray,2023,23,PF,Iowa,College/University,POR,79.75,,212.8,83.75,106.0,,8.5,9.0,29.5,35.0,11.11,,3.3,
olivier maxence prosper,2023,24,PF,Marquette,College/University,SAC,78.75,,212.4,85.0,104.0,,8.25,10.0,35.0,40.5,10.59,3.0,3.21,
marcus sasser,2023,25,PG,Houston,College/University,MEM,73.25,,195.6,79.0,99.5,,8.75,9.5,27.0,35.0,10.68,,3.43,
ben sheppard,2023,26,SG,Belmont,College/University,IND,77.25,,194.6,79.75,100.0,,8.5,9.5,29.5,35.5,10.88,2.98,3.17,
nick smith,2023,27,SG,Arkansas,College/University,CHA,,,,,,,,,,,,,,
brice sensabaugh,2023,28,SF,Ohio State,College/University,UTA,,,,,,,,,,,,,,
julian strawther,2023,29,SF,Gonzaga,College/University,IND,78.0,,208.8,81.25,105.0,,8.25,8.25,27.5,34.5,10.94,3.46,3.31,
kobe brown,2023,30,PF,Missouri,College/University,LAC,78.5,,252.2,84.75,106.5,,8.75,9.75,28.5,32.0,11.39,3.23,3.33,
james nnaji,2023,31,C,FC Barcelona Basquet (Spain),Other Team/Club,DET,,,,,,,,,,,,,,
jalen pickett,2023,32,PG,Penn State,College/University,IND,74.0,,197.8,79.25,98.5,,8.5,7.5,28.5,33.0,11.91,3.41,3.35,
leonard miller,2023,33,PF,Ignite (G League),Other Team/Club,SAS,81.25,,212.8,86.0,106.5,,9.5,10.5,32.0,37.5,11.0,,3.33,
colby jones,2023,34,SG,Xavier,College/University,CHA,76.5,,199.2,80.0,103.0,,8.25,8.5,30.5,35.0,11.14,3.13,3.33,
julian phillips,2023,35,SF,Tennessee,College/University,BOS,78.75,,196.6,83.5,102.0,,8.5,9.0,36.0,43.0,11.09,,3.32,
andre jackson,2023,36,SF,Connecticut,College/University,ORL,77.5,,198.4,81.75,103.0,,8.25,9.5,30.5,39.5,10.83,,3.14,
hunter tyson,2023,37,,Clemson,College/University,OKC,,,,,,,,,,,,,,
jordan walsh,2023,38,SF,Arkansas,College/University,SAC,77.75,,204.0,85.75,107.0,,8.75,8.5,33.0,36.0,10.83,,3.3,
mouhamed gueye,2023,39,C,Washington State,College/University,CHA,82.25,,212.6,87.25,110.5,,9.0,10.0,,,,,,
maxwell lewis,2023,40,SG,Pepperdine,College/University,DEN,78.25,,207.2,84.0,104.5,,8.75,9.5,32.5,36.5,11.4,,3.43,
amari bailey,2023,41,SG,California-Los Angeles,College/University,CHA,75.25,,190.8,79.0,103.5,,8.0,9.25,28.5,35.0,11.34,,3.19,
tristan vukcevic,2023,42,C,Real Madrid Baloncesto (Spain),Other Team/Club,WAS,83.25,,223.4,86.5,111.0,,9.0,10.25,26.0,30.5,11.71,3.16,3.43,
rayan rupert,2023,43,SF,Breakers (New Zealand),Other Team/Club,POR,78.0,,193.2,86.0,106.0,,8.5,9.5,27.5,32.5,11.18,,3.43,
sidy cissoko,2023,44,SF,Ignite (G League),Other Team/Club,SAS,77.5,,223.8,81.75,104.0,,9.25,10.0,30.5,35.5,11.24,,3.31,
gg jackson,2023,45,PF,South Carolina,College/University,MEM,80.25,,214.4,83.5,106.0,,8.5,10.0,31.0,37.0,11.39,,3.21,
seth lundy,2023,46,SF,Penn State,College/University,ATL,76.0,,214.4,82.25,104.0,,8.5,9.0,31.5,35.5,11.02,,3.15,
mojave king,2023,47,SG,Ignite (G League),Other Team/Club,LAL,75.75,,200.6,80.0,101.0,,8.75,9.5,33.5,42.0,11.07,,3.18,
jordan miller,2023,48,SF,Miami (FL),College/University,LAC,76.5,,191.6,83.75,103.5,,8.5,9.25,32.0,36.5,11.43,3.21,3.17,
emoni bates,2023,49,SF,Eastern Michigan,College/University,CLE,80.25,,179.2,81.0,105.0,,8.0,8.25,27.0,32.5,11.54,,3.49,
keyontae johnson,2023,50,SF,Kansas State,College/University,OKC,76.0,,238.6,84.0,103.0,,9.0,9.0,,,,,,
jalen wilson,2023,51,SF,Kansas,College/University,BKN,77.5,,230.2,80.0,99.5,,8.25,9.0,31.5,35.0,11.26,3.15,3.2,
toumani camara,2023,52,PF,Dayton,College/University,PHX,79.0,,220.4,84.5,107.0,,9.0,10.0,28.5,33.0,10.7,3.19,3.41,
jaylen clark,2023,53,SG,California-Los Angeles,College/University,MIN,76.0,,204.2,81.0,101.5,,8.5,9.0,,,,,,
jalen slawson,2023,54,PF,Furman,College/University,SAC,78.5,,221.6,83.75,106.0,,9.0,9.0,29.0,33.0,11.26,,3.29,
isaiah wong,2023,55,SG,Miami (FL),College/University,IND,74.5,,178.4,78.75,97.5,,8.25,9.5,32.5,37.0,10.93,,3.22,
tarik biberovic,2023,56,,Fenerbahce S.K. (Turkey),Other Team/Club,MEM,,,,,,,,,,,,,,
trayce jackson davis,2023,57,C,Indiana,College/University,WAS,80.25,,240.4,85.0,106.0,,9.25,10.75,33.0,36.5,11.8,3.23,3.2,
chris livingston,2023,58,SF,Kentucky,College/University,MIL,78.0,,219.2,83.25,104.5,,8.5,9.0,30.5,37.0,11.65,,3.27,
adam flagler,2023,999,PG,,,,73.0,,191.8,76.5,97.0,,8.0,9.25,31.0,36.0,10.96,,3.24,
adama sanogo,2023,999,C,,,,79.25,,257.8,86.75,108.5,,9.75,10.0,28.5,31.0,11.5,,3.31,
adem bona,2023,999,C,,,,80.25,,243.4,,110.5,,9.25,10.0,,,,,,
arthur kaluma,2023,999,PF,,,,78.25,,221.8,84.5,103.5,,8.5,10.0,32.5,34.5,11.35,3.26,3.44,
azuolas tubelis,2023,999,PF,,,,80.75,,234.8,83.0,108.0,,9.0,10.5,23.5,30.5,11.17,,3.5,
bobi klintman,2023,999,PF,,,,,,,,,,,,,,,,,
coleman hawkins,2023,999,PF,,,,80.5,,224.4,84.25,108.5,,8.75,8.75,26.5,32.5,12.14,,3.37,
daron holmes,2023,999,C,,,,81.0,,220.8,84.5,109.0,,8.5,9.5,29.5,35.0,11.48,,3.2,
dillon mitchell,2023,999,PF,,,,78.75,,193.0,82.0,105.0,,8.25,9.5,29.0,37.0,10.92,,3.32,
drew timme,2023,999,C,,,,80.75,,243.2,85.75,108.5,,9.0,10.0,26.0,30.5,10.93,,3.34,
grant nelson,2023,999,PF,,,,82.0,,223.4,84.0,106.5,,9.0,9.5,32.0,35.5,9.99,,3.21,
judah mintz,2023,999,PG,,,,75.0,,176.4,75.5,98.0,,8.25,9.25,28.5,37.0,10.32,3.13,3.24,
kevin mccullar,2023,999,SF,,,,,,,,,,,,,,,,,
mike miles,2023,999,PG,,,,72.75,,205.0,72.5,96.0,,8.0,8.25,33.0,37.0,11.01,3.24,3.11,
nae qwan tomlin,2023,999,PF,,,,,,,,,,,,,,,,,
nikola djurisic,2023,999,SF,,,,79.0,,217.6,80.25,102.0,,8.25,9.5,,,,,,
omari moore,2023,999,SG,,,,77.25,,188.6,81.75,103.5,,9.0,10.25,29.0,35.5,10.8,,3.22,
oscar tshiebwe,2023,999,C,,,,79.25,,253.6,87.5,108.0,,9.75,10.25,29.5,32.5,12.26,,3.32,
reece beekman,2023,999,PG,,,,73.5,,190.6,79.0,100.5,,8.5,8.25,30.5,38.0,10.99,3.33,3.14,
ricky council,2023,999,SF,,,,77.0,,208.0,81.0,103.0,,7.75,8.5,30.5,37.0,11.2,3.21,3.33,
ryan kalkbrenner,2023,999,C,,,,84.75,,251.8,89.0,112.5,,9.25,11.0,28.0,30.5,12.27,,3.39,
terquavion smith,2023,999,SG,,,,74.5,,163.2,78.75,98.0,,8.5,8.0,30.0,37.0,10.86,,3.21,
terrence shannon,2023,999,SF,,,,77.5,,220.0,80.0,102.0,,8.25,8.0,32.0,37.5,10.36,,3.06,
trey alexander,2023,999,SG,,,,75.25,,184.6,82.0,101.5,,8.5,8.75,29.5,34.0,11.6,,3.35,
zach edey,2023,999,C,,,,87.25,,306.4,94.5,115.5,,9.75,11.0,26.0,29.5,11.37,,3.45,
zaccharie risacher,2024,1,SF,JL Bourg (France),Other Team/Club,ATL,80.5,,194.6,81.5,107.0,,8.5,8.75,25.0,31.0,11.51,2.97,3.38,
alex sarr,2024,2,C,Perth Wildcats (Australia),Other Team/Club,WAS,83.75,,224.2,88.25,110.0,,9.0,10.0,30.5,37.0,11.43,3.23,3.27,
reed sheppard,2024,3,PG,Kentucky,College/University,HOU,73.75,,181.6,75.25,93.5,,7.75,9.0,32.5,42.0,10.96,3.03,3.08,
stephon castle,2024,4,SG,Connecticut,College/University,SAS,77.5,,210.0,81.0,102.0,,8.75,8.75,28.5,37.0,10.93,2.91,3.19,
ronald holland,2024,5,SF,Ignite (G League),Other Team/Club,DET,78.5,,196.8,82.75,104.0,,8.75,9.0,30.0,38.0,11.1,2.91,3.1,
tidjane salaun,2024,6,PF,Cholet Basket (France),Other Team/Club,CHA,80.75,,217.4,85.5,110.0,,8.5,9.75,27.5,32.0,11.45,3.05,3.37,
donovan clingan,2024,7,C,Connecticut,College/University,POR,85.75,,282.0,90.75,115.0,,10.0,10.25,25.5,29.0,12.06,3.38,3.46,
rob dillingham,2024,8,PG,Kentucky,College/University,SAS,73.0,,164.2,75.0,95.0,,8.0,8.25,,,,,,
zach edey,2024,9,C,Purdue,College/University,MEM,87.75,,299.0,94.75,115.0,,10.0,10.75,26.0,31.5,11.19,3.01,3.42,
cody williams,2024,10,SF,Colorado,College/University,UTA,78.5,,178.4,85.0,103.0,,8.25,9.0,31.0,35.5,11.17,2.93,3.06,
matas buzelis,2024,11,SF,Ignite (G League),Other Team/Club,CHI,80.75,,197.0,82.0,105.5,,8.5,9.25,31.0,38.0,10.73,2.9,3.09,
nikola topic,2024,12,PG,KK Crvena zvezda (Serbia),Other Team/Club,OKC,77.75,,203.0,77.5,102.0,,8.0,9.0,,,,,,
devin carter,2024,13,SG,Providence,College/University,SAC,74.25,,193.0,80.75,98.0,,8.75,9.0,35.0,42.0,10.63,2.9,2.87,
bub carrington,2024,14,PG,Pittsburgh,College/University,POR,75.75,,194.8,80.0,99.0,,8.5,9.25,28.5,36.5,11.28,2.99,3.16,
kel el ware,2024,15,C,Indiana,College/University,MIA,83.75,,230.0,88.5,112.5,,9.5,10.25,32.5,36.0,10.97,2.91,3.29,
jared mccain,2024,16,SG,Duke,College/University,PHI,74.0,,203.2,75.5,98.0,,8.25,9.5,25.5,33.0,10.87,3.07,3.23,
dalton knecht,2024,17,SF,Tennessee,College/University,LAL,77.25,,212.2,81.0,103.5,,8.5,9.5,31.0,39.0,10.56,2.79,3.07,
tristan da silva,2024,18,PF,Colorado,College/University,ORL,80.25,,216.8,82.25,104.5,,9.0,9.5,28.5,35.5,10.81,2.82,3.09,
ja kobe walter,2024,19,SG,Baylor,College/University,TOR,76.25,,197.6,82.0,102.5,,8.75,9.75,30.5,38.5,11.0,2.92,3.04,
jaylon tyson,2024,20,SF,California,College/University,CLE,77.5,,218.2,80.0,102.5,,8.25,9.5,29.5,36.5,11.13,3.06,3.12,
yves missi,2024,21,C,Baylor,College/University,NOP,82.75,,229.4,86.0,109.5,,9.5,10.0,31.0,38.5,11.45,3.12,3.12,
daron holmes,2024,22,C,Dayton,College/University,PHX,80.75,,236.2,85.0,108.0,,8.75,9.0,27.5,34.0,11.2,3.03,3.25,
aj johnson,2024,23,SG,Illawarra (Australia),Other Team/Club,MIL,76.25,,167.0,80.5,102.0,,8.5,8.5,29.0,38.0,10.76,2.87,3.15,
kyshawn george,2024,24,SF,Miami (FL),College/University,NYK,79.0,,208.8,82.25,105.0,,9.0,10.25,27.0,32.0,11.9,2.91,3.32,
pacome dadiet,2024,25,SF,Ratiopharm Ulm (Germany),Other Team/Club,NYK,79.75,,216.8,81.0,107.5,,8.5,9.0,29.0,36.0,11.84,2.94,3.21,
dillon jones,2024,26,SF,Weber State,College/University,WAS,76.5,,236.8,83.0,100.5,,9.0,9.25,26.5,33.5,11.08,2.82,3.25,
terrence shannon,2024,27,SF,Illinois,College/University,MIN,77.75,,219.4,80.75,100.0,,8.75,8.5,,,,,,
ryan dunn,2024,28,PF,Virginia,College/University,DEN,78.25,,213.6,85.5,103.0,,9.0,9.75,32.0,38.5,10.99,2.88,3.12,
isaiah collier,2024,29,PG,Southern California,College/University,UTA,74.5,,204.6,76.75,97.5,,8.5,9.0,30.0,34.0,10.77,2.9,3.04,
baylor scheierman,2024,30,SF,Creighton,College/University,BOS,78.25,,201.6,80.25,102.5,,9.25,9.75,27.5,32.0,10.89,2.94,3.09,
jonathan mogbo,2024,31,PF,San Francisco,College/University,TOR,78.25,,217.2,86.0,108.5,,8.75,8.75,31.5,37.5,11.14,3.07,3.02,
kyle filipowski,2024,32,PF,Duke,College/University,UTA,82.75,,229.8,82.5,107.0,,8.75,9.5,27.0,32.5,11.43,2.93,3.19,
tyler smith,2024,33,PF,Ignite (G League),Other Team/Club,MIL,81.0,,223.8,85.0,105.0,,8.5,9.0,32.0,38.0,10.74,2.99,3.28,
tyler kolek,2024,34,PG,Marquette,College/University,POR,73.25,,196.6,74.75,95.0,,8.25,9.5,27.0,34.0,10.97,3.08,3.27,
johnny furphy,2024,35,SF,Kansas,College/University,SAS,79.5,,188.8,80.0,104.5,,8.0,9.5,25.5,32.0,11.15,3.17,3.2,
juan nunez,2024,36,PG,Ratiopharm Ulm (Germany),Other Team/Club,IND,76.0,,205.6,78.5,102.0,,8.5,9.5,22.0,29.0,11.47,3.1,3.41,
bobi klintman,2024,37,PF,Cairns Taipans (Australia),Other Team/Club,MIN,80.75,,212.2,83.0,106.5,,8.75,10.0,26.5,32.5,11.49,3.21,3.23,
ajay mitchell,2024,38,PG,California-Santa Barbara,College/University,NYK,75.25,,197.0,78.25,101.0,,8.5,8.5,28.0,33.5,11.12,2.95,3.11,
jaylen wells,2024,39,SF,Washington State,College/University,MEM,78.5,,206.2,79.25,103.5,,8.25,9.25,27.5,36.0,11.28,3.03,3.08,
oso ighodaro,2024,40,C,Marquette,College/University,POR,81.5,,222.0,83.0,104.5,,9.0,10.0,35.0,39.5,11.25,3.12,3.09,
adem bona,2024,41,C,California-Los Angeles,College/University,PHI,80.25,,243.2,87.75,108.0,,9.5,10.0,35.0,40.0,11.01,3.01,3.15,
kj simpson,2024,42,PG,Colorado,College/University,CHA,72.25,,187.0,76.5,93.5,,8.25,9.25,32.5,40.5,10.49,2.98,3.24,
nikola djurisic,2024,43,SF,KK Mega Leks (Serbia),Other Team/Club,MIA,79.0,,208.8,80.0,102.5,,8.5,10.0,27.5,34.5,10.63,2.92,3.12,
pelle larsson,2024,44,SG,Arizona,College/University,HOU,77.25,,212.4,79.5,102.0,,8.75,10.25,30.5,38.0,11.15,2.91,3.06,
jamal shead,2024,45,PG,Houston,College/University,SAC,72.25,,200.8,75.0,96.0,,8.25,8.75,30.0,37.5,10.87,2.87,2.94,
cam christie,2024,46,SG,Minnesota,College/University,LAC,76.5,,190.4,80.0,101.5,,8.0,8.0,32.5,35.5,11.07,2.95,3.07,
antonio reeves,2024,47,SG,Kentucky,College/University,ORL,76.5,,186.6,80.25,100.5,,9.0,10.0,29.0,36.0,11.44,3.16,3.14,
harrison ingram,2024,48,SF,North Carolina,College/University,SAS,77.25,,233.6,84.25,102.5,,9.0,10.25,29.0,35.0,11.36,2.94,3.17,
tristen newton,2024,49,PG,Connecticut,College/University,IND,75.25,,191.8,78.75,100.0,,8.5,9.0,25.0,32.5,10.96,2.84,3.24,
enrique freeman,2024,50,PF,Akron,College/University,IND,79.25,,212.0,86.0,108.0,,8.75,10.0,30.5,35.0,10.99,3.04,3.26,
melvin ajinca,2024,51,SF,Saint-Quentin BB (France),Other Team/Club,NYK,79.25,,213.8,79.5,106.5,,8.5,9.75,26.5,31.0,11.78,3.0,3.38,
quinten post,2024,52,C,Boston College,College/University,GSW,84.0,,244.4,86.5,112.0,,9.25,10.0,24.0,27.0,11.48,3.03,3.4,
cam spencer,2024,53,SG,Connecticut,College/University,DET,75.0,,201.8,77.0,98.5,,8.5,9.75,23.0,30.5,11.07,3.0,3.35,
anton watson,2024,54,,Gonzaga,College/University,BOS,,,,,,,,,,,,,,
bronny james,2024,55,SG,Southern California,College/University,LAL,73.5,,210.4,79.25,98.5,,8.5,9.5,32.0,40.5,10.96,3.02,3.09,
kevin mccullar,2024,56,SF,Kansas,College/University,PHX,77.25,,205.8,81.0,103.0,,8.75,9.5,,,,,,
ulrich chomche,2024,57,C,APR BBC (Rwanda),Other Team/Club,MEM,82.25,,232.4,88.0,109.0,,9.25,10.25,29.0,35.5,11.74,2.84,3.1,
ariel hukporti,2024,58,C,MHP Riesen (Germany),Other Team/Club,DAL,82.75,,246.2,86.5,111.0,,9.25,10.25,,,,,,
alex karaban,2024,999,PF,,,,78.5,,219.2,83.0,106.5,,8.75,9.25,22.5,32.0,11.23,,3.2,
boogie ellis,2024,999,PG-SG,,,,72.75,,185.0,79.0,98.0,,9.0,9.5,31.5,39.5,11.98,3.33,3.19,
coleman hawkins,2024,999,PF,,,,80.25,,215.2,84.0,107.0,,8.75,8.75,24.0,29.5,12.05,3.21,3.3,
david jones,2024,999,SF,,,,75.5,,211.2,78.75,100.0,,8.5,9.5,28.0,34.5,11.08,3.3,3.2,
hunter sallis,2024,999,SG,,,,75.5,,179.4,81.75,100.5,,8.0,9.5,29.5,36.0,10.82,3.16,3.11,
isaac jones,2024,999,C,,,,79.75,,235.0,87.0,108.0,,9.25,10.25,29.0,35.0,11.49,3.0,3.38,
izan almansa,2024,999,C,,,,81.25,,219.6,85.0,110.0,,9.25,9.25,28.0,35.0,10.94,2.96,3.11,
jalen bridges,2024,999,SF,,,,78.75,,213.4,82.0,105.0,,9.0,10.0,25.0,32.0,11.14,3.0,3.16,
jamir watkins,2024,999,SF,,,,77.0,,211.6,82.75,104.0,,9.0,9.5,30.5,35.5,10.64,3.16,3.01,
jaxson robinson,2024,999,SG,,,,76.75,,188.6,83.25,103.0,,9.0,9.5,29.5,34.0,11.39,3.06,3.17,
jesse edwards,2024,999,C,,,,83.5,,236.0,89.0,111.0,,9.25,10.0,30.5,35.5,11.24,3.23,3.33,
jt toppin,2024,999,PF,,,,79.0,,221.0,84.5,106.0,,9.25,9.25,28.5,34.0,11.12,3.01,3.27,
justin edwards,2024,999,SF,,,,78.0,,209.4,82.0,102.5,,8.75,8.75,28.0,32.5,12.07,3.22,3.18,
keshad johnson,2024,999,PF,,,,78.25,,224.0,82.25,103.0,,9.25,10.75,31.5,42.0,11.38,3.02,3.03,
mark sears,2024,999,PG,,,,70.25,,192.4,74.0,92.0,,8.0,8.5,32.0,39.0,11.96,3.26,3.33,
michael ajayi,2024,999,SF,,,,77.75,,227.8,84.75,106.5,,9.5,9.75,27.0,34.5,11.77,3.17,3.21,
n faly dante,2024,999,C,,,,82.0,,260.2,90.0,111.0,,9.25,10.0,27.0,33.0,11.55,3.04,3.23,
nae qwan tomlin,2024,999,PF,,,,80.25,,205.0,86.5,109.0,,9.0,10.0,27.5,32.5,11.63,3.54,3.43,
nique clifford,2024,999,SF,,,,77.0,,198.6,80.0,102.0,,8.0,9.0,30.0,37.0,10.95,3.1,3.08,
payton sandfort,2024,999,SF,,,,78.25,,212.0,80.0,104.0,,8.5,9.0,22.0,28.0,11.57,2.84,3.43,
pj hall,2024,999,C,,,,80.25,,239.6,85.5,103.5,,9.0,9.75,32.5,39.5,11.76,3.01,3.35,
reece beekman,2024,999,PG,,,,73.25,,196.44,78.5,100.0,,8.5,9.0,30.0,36.5,10.86,3.08,2.94,
trentyn flowers,2024,999,SF,,,,78.5,,201.4,80.25,100.5,,8.75,9.5,34.5,42.0,11.01,3.0,3.13,
trevon brazile,2024,999,PF,,,,81.25,,215.0,87.75,108.5,,9.0,10.25,33.0,41.0,11.15,3.01,3.09,
trey alexander,2024,999,SG,,,,75.25,,187.0,82.5,101.5,,8.75,10.0,26.5,32.0,11.37,2.92,3.21,
tyon grant foster,2024,999,SF,,,,77.75,,215.2,83.75,104.0,,8.75,9.25,,,,,,
cooper flagg,2025,1,SF-PF,Duke,College/University,DAL,79.75,,221.0,84.0,106.5,,8.75,9.75,29.0,35.5,10.64,2.92,3.3,
dylan harper,2025,2,PG-SG,Rutgers,College/University,SAS,76.5,,213.2,82.5,102.0,,9.25,9.25,30.5,36.5,11.07,3.05,3.16,
vj edgecombe,2025,3,PG-SG,Baylor,College/University,PHI,76.0,,193.2,79.5,101.5,,8.5,9.5,30.0,38.5,11.27,2.93,3.2,
kon knueppel,2025,4,PG-SG,Duke,College/University,CHA,77.0,,219.0,78.25,101.5,,8.5,9.75,31.5,36.5,11.92,2.92,3.35,
ace bailey,2025,5,SF-PF,Rutgers,College/University,UTA,79.5,,202.8,84.5,107.0,,8.5,9.0,27.5,34.5,10.97,2.78,3.12,
tre johnson,2025,6,PG-SG,Texas,College/University,WAS,76.75,,190.4,82.25,101.0,,8.5,8.0,32.0,37.5,10.49,3.11,3.28,
jeremiah fears,2025,7,PG-SG,Oklahoma,College/University,NOP,74.5,,179.6,77.25,98.5,,8.25,9.25,32.5,36.5,10.95,3.09,3.05,
egor demin,2025,8,PG-SG,Brigham Young,College/University,BKN,80.25,,199.2,82.25,105.5,,8.25,9.25,26.5,32.0,11.31,2.93,3.33,
collin murray boyles,2025,9,SF-PF,South Carolina,College/University,TOR,78.5,,239.2,84.75,106.0,,8.5,10.25,29.5,34.5,11.21,2.86,3.15,
khaman maluach,2025,10,C,Duke,College/University,HOU,84.75,,252.8,90.75,114.0,,9.75,10.25,24.0,30.0,12.05,3.44,3.5,
cedric coward,2025,11,PG-SG,Washington State,College/University,POR,77.25,,213.0,86.25,106.0,,9.25,10.0,32.5,38.5,10.97,3.02,3.06,
noa essengue,2025,12,PF,Ratiopharm Ulm (Germany),Other Team/Club,CHI,82.0,,204.0,85.0,110.0,,8.97,10.62,,,10.7,,3.1,
derik queen,2025,13,C,Maryland,College/University,ATL,81.25,,247.8,84.5,109.5,,9.0,9.5,23.5,28.0,12.45,3.27,3.52,
carter bryant,2025,14,SF-PF,Arizona,College/University,SAS,78.5,,214.8,83.75,106.0,,8.5,9.5,30.5,39.5,11.25,3.14,3.07,
thomas sorber,2025,15,C,Georgetown,College/University,OKC,81.25,,262.8,90.0,109.0,,8.5,9.0,,,,,,
yang hansen,2025,16,C,Qingdao (China),Other Team/Club,MEM,85.0,,252.6,86.75,111.0,,10.0,11.25,26.0,30.0,11.79,3.01,3.38,
joan beringer,2025,17,C,Cedevita Olimpija (Slovenia),Other Team/Club,MIN,82.0,,234.8,88.5,111.0,,9.75,10.0,28.5,32.5,11.44,2.97,3.45,
walter clayton,2025,18,PG-SG,Florida,College/University,WAS,74.0,,199.0,76.0,97.5,,8.25,9.75,29.5,37.0,10.52,2.81,3.14,
nolan traore,2025,19,PG,Saint-Quentin BB (France),Other Team/Club,BKN,75.0,,175.0,80.0,101.5,,7.75,9.25,28.0,34.0,10.75,2.85,3.26,
kasparas jakucionis,2025,20,PG-SG,Illinois,College/University,MIA,76.75,,205.2,79.75,99.5,,8.5,9.75,28.5,35.0,10.99,2.82,3.22,
