name,draft_year,overall_pick,birth_date,draft_date,draft_age,birth_date_source,birth_date_confidence,age_validation_status
doug wrenn,2003,999.0,1980-01-21,2003-06-26,23.428,wikidata_fallback,medium,valid_wikidata_fallback
ebi ere,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
hollis price,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
jason gardner,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
jason keep,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
jeff newton,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
jermaine boyette,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
jerry holman,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
joe shipp,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
joel cornette,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
josh powell,2003,999.0,1983-01-25,2003-06-26,20.416,nba_api_commonplayerinfo,high,valid_nba_api
justin hamilton,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
kirk penney,2003,999.0,1980-11-23,2003-06-26,22.587,nba_api_commonplayerinfo,high,valid_nba_api
lavell blanchard,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
marcus hatten,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
marlon parmer,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
marquis daniels,2003,999.0,1981-01-07,2003-06-26,22.464,nba_api_commonplayerinfo,high,valid_nba_api
marquis estill,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
marvin stone,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
matt carroll,2003,999.0,1980-08-28,2003-06-26,22.825,nba_api_commonplayerinfo,high,valid_nba_api
michael ignerski,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
pavel podkolzin,2003,999.0,1985-01-15,2003-06-26,18.442,nba_api_commonplayerinfo,high,valid_nba_api
rick anderson,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
robert jackson,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
ron slay,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
ronald dupree,2003,999.0,1981-01-26,2003-06-26,22.412,nba_api_commonplayerinfo,high,valid_nba_api
ruben douglas,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
sam hoskin,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
sani ibrahim,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
sasha vujacic,2003,999.0,1984-03-08,2003-06-26,19.299,nba_api_commonplayerinfo,high,valid_nba_api
souleymane camara,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
stephane pelle,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
theron smith,2003,999.0,1980-10-03,2003-06-26,22.727,nba_api_commonplayerinfo,high,valid_nba_api
trevor harvey,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
uche nsonwu amadi,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
ugonna okyekwe,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
wayne wallace,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
wesley wilson,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
will mcdonald,2003,999.0,,2003-06-26,,common_player_info_error:KeyError,none,missing_birth_date
dwight howard,2004,1.0,1985-12-08,2004-06-24,18.543,nba_api_commonplayerinfo,high,valid_nba_api
emeka okafor,2004,2.0,1982-09-28,2004-06-24,21.739,nba_api_commonplayerinfo,high,valid_nba_api
ben gordon,2004,3.0,1983-04-04,2004-06-24,21.224,nba_api_commonplayerinfo,high,valid_nba_api
shaun livingston,2004,4.0,1985-09-11,2004-06-24,18.784,nba_api_commonplayerinfo,high,valid_nba_api
devin harris,2004,5.0,1983-02-27,2004-06-24,21.322,nba_api_commonplayerinfo,high,valid_nba_api
josh childress,2004,6.0,1983-06-20,2004-06-24,21.013,nba_api_commonplayerinfo,high,valid_nba_api
luol deng,2004,7.0,1985-04-16,2004-06-24,19.19,nba_api_commonplayerinfo,high,valid_nba_api
rafael araujo,2004,8.0,1980-08-12,2004-06-24,23.866,nba_api_commonplayerinfo,high,valid_nba_api
andre iguodala,2004,9.0,1984-01-28,2004-06-24,20.405,nba_api_commonplayerinfo,high,valid_nba_api
luke jackson,2004,10.0,1981-11-06,2004-06-24,22.631,nba_api_commonplayerinfo,high,valid_nba_api
andris biedrins,2004,11.0,1986-04-02,2004-06-24,18.229,nba_api_commonplayerinfo,high,valid_nba_api
robert swift,2004,12.0,1985-12-03,2004-06-24,18.557,nba_api_commonplayerinfo,high,valid_nba_api
sebastian telfair,2004,13.0,1985-06-09,2004-06-24,19.042,nba_api_commonplayerinfo,high,valid_nba_api
kris humphries,2004,14.0,1985-02-06,2004-06-24,19.379,nba_api_commonplayerinfo,high,valid_nba_api
al jefferson,2004,15.0,1985-01-04,2004-06-24,19.469,nba_api_commonplayerinfo,high,valid_nba_api
kirk snyder,2004,16.0,1983-06-05,2004-06-24,21.054,nba_api_commonplayerinfo,high,valid_nba_api
josh smith,2004,17.0,1985-12-05,2004-06-24,18.552,nba_api_commonplayerinfo,high,valid_nba_api
smith,2004,18.0,1985-09-09,2004-06-24,18.79,nba_api_commonplayerinfo,high,valid_nba_api
dorell wright,2004,19.0,1985-12-02,2004-06-24,18.56,nba_api_commonplayerinfo,high,valid_nba_api
jameer nelson,2004,20.0,1982-02-09,2004-06-24,22.371,nba_api_commonplayerinfo,high,valid_nba_api
pavel podkolzin,2004,21.0,1985-01-15,2004-06-24,19.439,nba_api_commonplayerinfo,high,valid_nba_api
viktor khryapa,2004,22.0,1982-08-03,2004-06-24,21.892,nba_api_commonplayerinfo,high,valid_nba_api
sergei monia,2004,23.0,1983-04-15,2004-06-24,21.194,nba_api_commonplayerinfo,high,valid_nba_api
delonte west,2004,24.0,1983-07-26,2004-06-24,20.914,nba_api_commonplayerinfo,high,valid_nba_api
tony allen,2004,25.0,1982-01-11,2004-06-24,22.45,nba_api_commonplayerinfo,high,valid_nba_api
kevin martin,2004,26.0,1983-02-01,2004-06-24,21.394,nba_api_commonplayerinfo,high,valid_nba_api
sasha vujacic,2004,27.0,1984-03-08,2004-06-24,20.296,nba_api_commonplayerinfo,high,valid_nba_api
beno udrih,2004,28.0,1982-07-05,2004-06-24,21.971,nba_api_commonplayerinfo,high,valid_nba_api
david harrison,2004,29.0,1982-08-15,2004-06-24,21.859,nba_api_commonplayerinfo,high,valid_nba_api
anderson varejao,2004,30.0,1982-09-28,2004-06-24,21.739,nba_api_commonplayerinfo,high,valid_nba_api
jackson vroman,2004,31.0,1981-06-06,2004-06-24,23.05,nba_api_commonplayerinfo,high,valid_nba_api
peter john ramos,2004,32.0,1985-05-23,2004-06-24,19.088,nba_api_commonplayerinfo,high,valid_nba_api
lionel chalmers,2004,33.0,1980-11-10,2004-06-24,23.619,nba_api_commonplayerinfo,high,valid_nba_api
donta smith,2004,34.0,1983-11-27,2004-06-24,20.575,nba_api_commonplayerinfo,high,valid_nba_api
andre emmett,2004,35.0,1982-08-27,2004-06-24,21.826,nba_api_commonplayerinfo,high,valid_nba_api
antonio burks,2004,36.0,1980-02-25,2004-06-24,24.329,nba_api_commonplayerinfo,high,valid_nba_api
royal ivey,2004,37.0,1981-12-20,2004-06-24,22.511,nba_api_commonplayerinfo,high,valid_nba_api
chris duhon,2004,38.0,1982-08-31,2004-06-24,21.815,nba_api_commonplayerinfo,high,valid_nba_api
albert miralles,2004,39.0,,2004-06-24,,common_player_info_error:KeyError,none,missing_birth_date
justin reed,2004,40.0,1982-01-16,2004-06-24,22.437,nba_api_commonplayerinfo,high,valid_nba_api
david young,2004,41.0,,2004-06-24,,common_player_info_error:KeyError,none,missing_birth_date
viktor sanikidze,2004,42.0,,2004-06-24,,common_player_info_error:KeyError,none,missing_birth_date
trevor ariza,2004,43.0,1985-06-30,2004-06-24,18.984,nba_api_commonplayerinfo,high,valid_nba_api
tim pickett,2004,44.0,,2004-06-24,,common_player_info_error:KeyError,none,missing_birth_date
bernard robinson,2004,45.0,1980-12-26,2004-06-24,23.493,nba_api_commonplayerinfo,high,valid_nba_api
ha ha,2004,46.0,1985-08-04,2004-06-24,18.888,nba_api_commonplayerinfo,high,valid_nba_api
pape sow,2004,47.0,1981-11-22,2004-06-24,22.587,nba_api_commonplayerinfo,high,valid_nba_api
ricky minard,2004,48.0,,2004-06-24,,common_player_info_error:KeyError,none,missing_birth_date
sergei lishouk,2004,49.0,,2004-06-24,,common_player_info_error:KeyError,none,missing_birth_date
vassilis spanoulis,2004,50.0,1982-08-02,2004-06-24,21.895,nba_api_commonplayerinfo,high,valid_nba_api
christian drejer,2004,51.0,1982-12-08,2004-06-24,21.544,nba_api_commonplayerinfo,high,valid_nba_api
romain sato,2004,52.0,,2004-06-24,,common_player_info_error:KeyError,none,missing_birth_date
matt freije,2004,53.0,1981-10-02,2004-06-24,22.727,nba_api_commonplayerinfo,high,valid_nba_api
rickey paulding,2004,54.0,,2004-06-24,,common_player_info_error:KeyError,none,missing_birth_date
luis flores,2004,55.0,1981-04-11,2004-06-24,23.203,nba_api_commonplayerinfo,high,valid_nba_api
marcus douthit,2004,56.0,,2004-06-24,,common_player_info_error:KeyError,none,missing_birth_date
sergei karaulov,2004,57.0,,2004-06-24,,common_player_info_error:KeyError,none,missing_birth_date
blake stepp,2004,58.0,,2004-06-24,,common_player_info_error:KeyError,none,missing_birth_date
rashad wright,2004,59.0,1982-03-17,2004-06-24,22.272,nba_api_commonplayerinfo,high,valid_nba_api
aerick sanders,2004,999.0,,2004-06-24,,common_player_info_error:KeyError,none,missing_birth_date
aleksandar capin,2004,999.0,,2004-06-24,,common_player_info_error:KeyError,none,missing_birth_date
ales chan,2004,999.0,,2004-06-24,,common_player_info_error:KeyError,none,missing_birth_date
